gene,neglogpval
OTAU009808-RA,5.49452435578782
OTAU013217-RA,5.48773507404218
OTAU015884-RA,5.50509577508294
OTAU006888-RA,5.48536673127533
OTAU017135-RA,5.48050517725646
OTAU016080-RA,5.47774747071493
OTAU016226-RA,5.47177606018259
OTAU000067-RA,5.4588615897629
OTAU001599-RA,5.4573318372853
OTAU003566-RA,5.46020583567258
OTAU006753-RA,5.46107554786541
OTAU016190-RA,5.45937473622665
OTAU005904-RA,5.45264643131055
OTAU006820-RA,5.4533722572261
OTAU013134-RA,5.45110819709163
OTAU004001-RA,5.44757124649452
OTAU004253-RA,5.43581260830569
OTAU008469-RA,5.42948322832211
OTAU010482-RA,5.43141142054784
OTAU015985-RA,5.42840367241404
OTAU013885-RA,5.42346554322326
OTAU015865-RA,5.42467696585233
OTAU006525-RA,5.41400169799452
OTAU010042-RA,5.41565238746444
OTAU016732-RA,5.41498711255065
OTAU005041-RA,5.40393083783195
OTAU010833-RA,5.40103689661606
OTAU017227-RA,5.40093983575501
OTAU010738-RA,5.39693733674598
OTAU016462-RA,5.39470539895164
OTAU001725-RA,5.38281212227517
OTAU003987-RA,5.38091876628934
OTAU004239-RA,5.3817495008958
OTAU007850-RA,5.38243689298447
OTAU012254-RA,5.38641832621548
OTAU013481-RA,5.38959059285229
OTAU014487-RA,5.38667764654074
OTAU004997-RA,5.37638047503031
OTAU009036-RA,5.37713212012048
OTAU001529-RA,5.3702806714972
OTAU002271-RA,5.3623643586621
OTAU003908-RA,5.35651765626959
OTAU004522-RA,5.3593463842158
OTAU009842-RA,5.35862887831995
OTAU011033-RA,5.36381761021625
OTAU012548-RA,5.35978408062015
OTAU016666-RA,5.35632403328571
OTAU017184-RA,5.36170199125052
OTAU002357-RA,5.33955088307399
OTAU005312-RA,5.34191550588436
OTAU007802-RA,5.33854707931549
OTAU010330-RA,5.33589488286569
OTAU010471-RA,5.33732322801959
OTAU011897-RA,5.33921529258324
OTAU013108-RA,5.33774193839289
OTAU014625-RA,5.34469611763455
OTAU015912-RA,5.33406364456211
OTAU016563-RA,5.32837853426105
OTAU012845-RA,5.32636625788746
OTAU000272-RA,5.32324426544116
OTAU015250-RA,5.32001355011355
OTAU004465-RA,5.31628071393587
OTAU010511-RA,5.3155890358785
OTAU012117-RA,5.31424513299757
OTAU005487-RA,5.31175320405955
OTAU014276-RA,5.30778419587447
OTAU000438-RA,5.30528451493107
OTAU001895-RA,5.29423329793269
OTAU002551-RA,5.29470693018056
OTAU005760-RA,5.29279127729153
OTAU007880-RA,5.2936156146478
OTAU017291-RA,5.29164220888432
OTAU004994-RA,5.28883593008343
OTAU006935-RA,5.28519008305658
OTAU001106-RA,5.27336519802809
OTAU002943-RA,5.27782369437227
OTAU004362-RA,5.27160376041116
OTAU006683-RA,5.27580892647056
OTAU007192-RA,5.27239813677714
OTAU011400-RA,5.27230171676461
OTAU012225-RA,5.27040446978719
OTAU016215-RA,5.28180702280444
OTAU016875-RA,5.27993352969481
OTAU003066-RA,5.26636443018658
