CHROM,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OTAU014560-RA,673.1161297,0.055080039,0.058630844,0.939437929,0.347505947,0.736170989
OTAU014882-RA,92.71037003,-0.249383423,0.265404359,-0.939635747,0.347404434,0.736170989
OTAU015273-RA,14.8620235,0.214164171,0.227901375,0.93972303,0.347359649,0.736170989
OTAU006382-RA,198.6531499,0.189651496,0.201903479,0.939317626,0.347567692,0.736198233
OTAU000741-RA,647.7129817,0.041638278,0.044356552,0.938717644,0.347875732,0.736342645
OTAU001265-RA,2.715369076,0.254018526,0.270604218,0.938708672,0.34788034,0.736342645
OTAU005757-RA,2270.26698,0.12315782,0.131193881,0.938746677,0.347860822,0.736342645
OTAU011830-RA,213.62659,0.113323292,0.12069066,0.938956601,0.347753027,0.736342645
OTAU017118-RA,316.9148074,-0.084993214,0.090507089,-0.939077977,0.34769071,0.736342645
OTAU009148-RA,145.6705932,-0.114992264,0.122513714,-0.938607278,0.347932415,0.736349377
OTAU003179-RA,0.691017268,0.212494041,0.22644253,0.938401637,0.348038045,0.736400219
OTAU010067-RA,6.146763298,0.203353482,0.216729136,0.938284008,0.348098476,0.736400219
OTAU014425-RA,94.89008363,0.20732789,0.220967096,0.938274946,0.348103132,0.736400219
OTAU001905-RA,1060.899049,0.043588848,0.046479842,0.937801112,0.34834663,0.736426518
OTAU005116-RA,433.087884,-0.084651345,0.090244943,-0.938017606,0.348235362,0.736426518
OTAU011542-RA,1230.175415,0.080203026,0.085519545,0.937832706,0.34833039,0.736426518
OTAU013214-RA,251.3534201,0.069493796,0.07410498,0.937774982,0.348360061,0.736426518
OTAU015141-RA,100.0062793,-0.253655746,0.270472535,-0.937824411,0.348334654,0.736426518
OTAU013301-RA,1147.834667,-0.106036236,0.113090699,-0.937621193,0.348439116,0.736490259
OTAU000393-RA,73.29270851,0.133870641,0.142813837,0.937378646,0.348563821,0.736491896
OTAU001355-RA,2437.27412,0.06890159,0.07352941,0.937061658,0.348726843,0.736491896
OTAU003075-RA,5.536883231,-0.19131117,0.204153281,-0.937095741,0.348709312,0.736491896
OTAU004637-RA,98.73215895,0.131072689,0.139819014,0.937445381,0.348529507,0.736491896
OTAU009619-RA,1.316501724,0.252335873,0.269212728,0.937310338,0.348598947,0.736491896
OTAU014463-RA,37.57379096,-0.226092988,0.241281907,-0.937049077,0.348733314,0.736491896
OTAU010659-RA,217.6914432,0.063037695,0.06729929,0.93667696,0.348924751,0.73679287
OTAU000229-RA,262.0631048,0.072529862,0.077478971,0.936123204,0.349209757,0.737002338
OTAU000904-RA,50.61010429,-0.076846354,0.082088122,-0.936144624,0.34919873,0.737002338
OTAU007216-RA,861.4699272,0.143281659,0.153027967,0.936310286,0.349113454,0.737002338
OTAU014756-RA,789.3812133,0.045324119,0.04841783,0.93610389,0.3492197,0.737002338
OTAU010421-RA,75.93056279,0.075898493,0.081129767,0.935519676,0.349520548,0.737533901
OTAU000339-RA,19.44867408,-0.162568765,0.173910495,-0.934784095,0.349899578,0.737945964
OTAU008390-RA,153.6679857,-0.062707689,0.067077408,-0.934855578,0.349862733,0.737945964
OTAU011337-RA,1048.912447,0.091621539,0.09800169,0.934897546,0.349841102,0.737945964
OTAU016812-RA,24.76363563,-0.242251379,0.259158814,-0.93476033,0.349911828,0.737945964
OTAU009937-RA,213.0977241,-0.146812053,0.157090732,-0.934568521,0.350010708,0.738051143
OTAU001572-RA,260.016759,-0.111189003,0.1190031,-0.934337026,0.350130071,0.738130278
OTAU005321-RA,95.87599595,0.232114676,0.248460763,0.934210589,0.350195275,0.738130278
OTAU013393-RA,2.652397642,-0.238056343,0.254817587,-0.934222578,0.350189091,0.738130278
OTAU002625-RA,940.3238019,0.046754609,0.050055519,0.934055025,0.35027551,0.738138047
OTAU014644-RA,1.845354707,0.247184446,0.264647647,0.934013389,0.350296987,0.738138047
OTAU001883-RA,997.9183281,0.058126359,0.062284307,0.933242452,0.350694801,0.738837643
OTAU012493-RA,1900.892471,-0.053331317,0.057154275,-0.933111595,0.350762353,0.738837643
OTAU013945-RA,632.5415192,-0.14961599,0.16034554,-0.933084828,0.350776172,0.738837643
OTAU012642-RA,3.385350372,0.238071447,0.255204269,0.93286624,0.350889035,0.738947365
OTAU015406-RA,18.7720629,-0.245597192,0.263292026,-0.932793887,0.350926398,0.738947365
OTAU001156-RA,125.0741118,-0.098895466,0.106087099,-0.932210111,0.351227951,0.738962003
OTAU001344-RA,307.5561483,-0.058026154,0.062222651,-0.932556766,0.351048865,0.738962003
OTAU004122-RA,210.6785855,0.232988567,0.24997682,0.932040687,0.351315499,0.738962003
OTAU005057-RA,958.5789166,0.112140804,0.120262071,0.932470251,0.351093554,0.738962003
OTAU007787-RA,87.70542883,-0.08797977,0.094336987,-0.932611615,0.351020534,0.738962003
OTAU010003-RA,46.46732471,-0.174529424,0.187209507,-0.932267955,0.351198064,0.738962003
OTAU010096-RA,81.58580517,-0.179736849,0.192810535,-0.932194127,0.35123621,0.738962003
OTAU015652-RA,240.3484395,0.06255731,0.067120096,0.932020574,0.351325893,0.738962003
OTAU000377-RA,336.7600997,0.091323329,0.098051022,0.931385797,0.351654035,0.739414338
OTAU010187-RA,295.3053373,0.245448695,0.263530988,0.931384565,0.351654672,0.739414338
OTAU016283-RA,161.1772604,0.09311447,0.099981214,0.93131965,0.35168824,0.739414338
OTAU006203-RA,44.32051581,0.207302116,0.222711733,0.930809135,0.351952304,0.739740822
OTAU007768-RA,1226.33646,0.070622,0.075915034,0.930276873,0.352227749,0.739740822
OTAU008823-RA,560.9649765,0.073627056,0.079140163,0.930337437,0.3521964,0.739740822
OTAU009782-RA,763.2694105,-0.055148505,0.059284092,-0.930241201,0.352246214,0.739740822
OTAU009967-RA,960.1360636,0.071862752,0.07725806,0.930165112,0.352285603,0.739740822
OTAU011263-RA,309.220245,0.082560032,0.08871625,0.930607766,0.352056496,0.739740822
OTAU014197-RA,52.74248612,0.248321546,0.266776895,0.930821038,0.351946145,0.739740822
OTAU015032-RA,248.9974807,-0.131823654,0.141714966,-0.930202775,0.352266105,0.739740822
OTAU016432-RA,244.7575299,-0.114379942,0.122948747,-0.930305881,0.352212734,0.739740822
OTAU001412-RA,8.397746758,0.223838689,0.240716371,0.929885607,0.352430316,0.739940227
OTAU012298-RA,213.8632469,-0.250482571,0.269396373,-0.92979192,0.352478831,0.739940227
OTAU001002-RA,1592.436292,0.054207313,0.058341144,0.929143809,0.352814563,0.740159894
OTAU003374-RA,167.6584792,-0.068167662,0.073355404,-0.929279341,0.352744339,0.740159894
OTAU006085-RA,443.9559772,0.041166249,0.044291753,0.92943372,0.35266436,0.740159894
OTAU006527-RA,1.390704878,0.241052957,0.259452436,0.929083424,0.352845854,0.740159894
OTAU007637-RA,297.7879066,-0.071558817,0.077016821,-0.929132306,0.352820524,0.740159894
OTAU011067-RA,6.567542997,0.24726809,0.266159934,0.929020706,0.352878356,0.740159894
OTAU002958-RA,199.0624787,-0.094900007,0.10217901,-0.928762242,0.353012316,0.740337763
OTAU001550-RA,674.4876483,-0.055778404,0.060141473,-0.92745324,0.353691259,0.740551751
OTAU001776-RA,160.7188046,-0.076627598,0.082579424,-0.927926048,0.353445932,0.740551751
OTAU002895-RA,2683.949113,0.078426099,0.084471559,0.928432005,0.353183523,0.740551751
OTAU004173-RA,7.33703197,-0.196896033,0.212284212,-0.927511428,0.353661061,0.740551751
OTAU005025-RA,4166.437672,-0.082065376,0.08841298,-0.928205066,0.353301207,0.740551751
OTAU006276-RA,827.5568407,-0.05691696,0.061337991,-0.927923438,0.353447285,0.740551751
OTAU006315-RA,11.04849918,0.22131056,0.238701477,0.927143656,0.353851952,0.740551751
OTAU007895-RA,252.6122116,-0.151368703,0.163222845,-0.927374495,0.353732128,0.740551751
OTAU009275-RA,53.76887573,0.089963488,0.096975371,0.92769419,0.353566223,0.740551751
OTAU009350-RA,588.6616668,0.066359277,0.071542291,0.927553148,0.353639411,0.740551751
OTAU011884-RA,373.2832419,-0.06729963,0.072574308,-0.927320316,0.353760249,0.740551751
OTAU013570-RA,142.8983154,-0.144450201,0.155800004,-0.92715146,0.353847901,0.740551751
OTAU014566-RA,2.898427552,0.247964072,0.267268015,0.927773088,0.353525287,0.740551751
OTAU014966-RA,366.0705747,0.058977888,0.063581948,0.927588565,0.353621032,0.740551751
OTAU017325-RA,2.344338283,0.248004886,0.26732803,0.927717479,0.353554139,0.740551751
OTAU004040-RA,2780.643405,0.116375691,0.125548188,0.926940424,0.353957467,0.740669648
OTAU012207-RA,1.05526269,0.22947507,0.247660336,0.926571747,0.35414893,0.740967336
OTAU004643-RA,0.930323247,0.244625639,0.264041985,0.926464929,0.354204415,0.740980482
OTAU003532-RA,12.32103524,-0.214136412,0.231188265,-0.926242567,0.354319936,0.74101628
OTAU006768-RA,700.2168643,0.07512665,0.081108204,0.926252176,0.354314943,0.74101628
OTAU003388-RA,80.10858279,-0.235625668,0.254419669,-0.926129922,0.354378466,0.74103578
OTAU001351-RA,109.7922757,-0.10050074,0.108576337,-0.92562286,0.354642009,0.741096358
OTAU003125-RA,211.8052541,-0.148523814,0.160485795,-0.925463925,0.35472464,0.741096358
OTAU003172-RA,652.454104,-0.069274003,0.074833511,-0.925708305,0.354597591,0.741096358
OTAU003964-RA,28.66389267,-0.231384955,0.249949441,-0.925727036,0.354587854,0.741096358
OTAU004248-RA,22.87339623,-0.242980164,0.26245572,-0.925794887,0.354552585,0.741096358
OTAU004454-RA,1928.526305,0.133186576,0.143904714,0.925519206,0.354695898,0.741096358
OTAU009689-RA,59.09643873,-0.130467255,0.140982964,-0.925411494,0.354751902,0.741096358
OTAU009037-RA,41.93478993,0.144166188,0.155826452,0.925171471,0.354876721,0.741254288
OTAU000933-RA,227.0408022,-0.072108333,0.078017409,-0.924259521,0.355351213,0.74143789
OTAU005535-RA,1114.76547,0.066147242,0.071559934,0.924361415,0.355298177,0.74143789
OTAU005589-RA,949.1715667,0.134067726,0.145062418,0.924207163,0.355378467,0.74143789
OTAU007311-RA,58.37519154,0.205994615,0.222914684,0.924096212,0.355436225,0.74143789
OTAU010486-RA,4595.765207,-0.23989568,0.259638077,-0.923961856,0.355506176,0.74143789
OTAU011808-RA,49.65711754,0.139410353,0.150873266,0.924022903,0.355474392,0.74143789
OTAU013987-RA,47.00587516,-0.242673345,0.262452406,-0.924637529,0.355154485,0.74143789
OTAU014936-RA,163.3966049,-0.246875704,0.267095287,-0.924298239,0.355331059,0.74143789
OTAU015359-RA,1256.539178,-0.077693888,0.084061273,-0.924253048,0.355354582,0.74143789
OTAU015500-RA,18.88619973,-0.24512069,0.265268512,-0.924047445,0.355461614,0.74143789
OTAU017330-RA,351.3252363,0.066751919,0.072193082,0.924630406,0.355158191,0.74143789
OTAU002781-RA,2274.752878,0.086208126,0.093328556,0.923705774,0.355639525,0.7416133
OTAU000785-RA,464.893542,0.095509933,0.103435182,0.923379557,0.355809441,0.741812267
OTAU016865-RA,78.90795488,0.08639953,0.093573485,0.923333464,0.355833454,0.741812267
OTAU000031-RA,796.0976031,-0.05366515,0.058150561,-0.92286556,0.35607727,0.741894606
OTAU000518-RA,18.84503167,0.233964804,0.25349866,0.92294296,0.356036931,0.741894606
OTAU009010-RA,116.1568159,-0.095140915,0.10309736,-0.922825914,0.356097934,0.741894606
OTAU012773-RA,23.9206073,-0.153134566,0.165932199,-0.922874325,0.356072702,0.741894606
OTAU017071-RA,78.03164174,-0.079259572,0.0858917,-0.922784992,0.356119263,0.741894606
OTAU002540-RA,18.85961426,-0.180540667,0.195687937,-0.922594767,0.356218424,0.741998543
OTAU003103-RA,202.4002428,-0.063623579,0.069008789,-0.921963418,0.356547657,0.742581624
OTAU014992-RA,358.0098832,0.073797046,0.0800562,0.921815507,0.356624817,0.742639622
OTAU002657-RA,11.9165419,0.239815646,0.260184764,0.921712872,0.356678365,0.742648441
OTAU011469-RA,18.36117786,0.201192171,0.218436627,0.921055111,0.357021655,0.743260454
OTAU016561-RA,107.7651825,0.246118263,0.267257531,0.920903002,0.357101071,0.743323032
OTAU001072-RA,119.8577557,-0.059883663,0.065054434,-0.920516241,0.35730305,0.743435193
OTAU008756-RA,943.9225715,0.17154994,0.186355484,0.920552141,0.357284299,0.743435193
OTAU014874-RA,16.06951506,0.232127034,0.252147571,0.920599921,0.357259344,0.743435193
OTAU000041-RA,620.8551385,0.063682703,0.069206675,0.920181511,0.357477915,0.743593562
OTAU009532-RA,24.33730036,0.167355702,0.181868012,0.920204164,0.357466079,0.743593562
OTAU006681-RA,137.0416365,-0.228115735,0.247930888,-0.920077916,0.357532044,0.74360345
OTAU003633-RA,56.69820138,-0.238142421,0.258937139,-0.91969202,0.357733724,0.743920171
OTAU001044-RA,202.0541323,0.054986473,0.059812423,0.919315254,0.357930702,0.744150664
OTAU005776-RA,4780.838766,0.150150136,0.163361673,0.91912707,0.358029111,0.744150664
OTAU009621-RA,9.686543463,-0.247170537,0.268926116,-0.919102021,0.358042212,0.744150664
OTAU009770-RA,1.078988864,0.190009997,0.206732391,0.919110914,0.358037561,0.744150664
OTAU008441-RA,4296.917519,-0.064047376,0.069726058,-0.918557243,0.358327205,0.744640224
OTAU006426-RA,55.15153946,-0.149418409,0.162725119,-0.918225843,0.358500642,0.7447938
OTAU006454-RA,10.028244,0.14941396,0.162736806,0.918132557,0.358549472,0.7447938
OTAU009301-RA,314.2238044,0.098339125,0.107105574,0.918151324,0.358539648,0.7447938
OTAU000722-RA,7005.351665,-0.069247408,0.075454204,-0.91774089,0.358754535,0.744795849
OTAU000970-RA,21.02896104,0.135662483,0.14779338,0.917919889,0.358660808,0.744795849
OTAU002114-RA,418.3151297,0.053707229,0.058532409,0.917563967,0.35884719,0.744795849
OTAU004407-RA,0.723881014,0.177076,0.192954466,0.917708741,0.35877137,0.744795849
OTAU005314-RA,9.36455146,-0.169024909,0.184199476,-0.917618837,0.358818452,0.744795849
OTAU016454-RA,1353.569749,0.13538479,0.147533383,0.917655296,0.358799359,0.744795849
OTAU004300-RA,216.1679442,0.196795134,0.21460246,0.917021797,0.359131218,0.745282644
OTAU008250-RA,289.3413375,-0.067619881,0.073773123,-0.916592356,0.359356292,0.745646976
OTAU007199-RA,1885.610232,-0.041470539,0.045250343,-0.916469056,0.35942093,0.745678359
OTAU005601-RA,0.97072346,-0.248096986,0.270785506,-0.916212206,0.359555605,0.745825653
OTAU011190-RA,364.1081321,0.122262719,0.133467251,0.91605033,0.359640498,0.745825653
OTAU016111-RA,21.61919517,-0.222874042,0.243281333,-0.916116495,0.359605797,0.745825653
OTAU004353-RA,0.936840521,-0.246296731,0.268951316,-0.915766968,0.359789132,0.746031162
OTAU009527-RA,225.654438,-0.247812016,0.270668253,-0.915556269,0.359899677,0.746103135
OTAU012166-RA,254.3751651,-0.085905879,0.093841734,-0.915433625,0.359964033,0.746103135
OTAU013076-RA,1.301249881,-0.246647538,0.269437196,-0.915417549,0.359972469,0.746103135
OTAU008587-RA,1669.409388,-0.172909568,0.188950686,-0.915104209,0.360136926,0.746131234
OTAU008955-RA,196.0525646,0.209135427,0.228528915,0.915137707,0.360119342,0.746131234
OTAU009216-RA,564.9723582,-0.247975425,0.270957152,-0.915183169,0.360095479,0.746131234
OTAU012764-RA,6.437703408,-0.227270793,0.248379539,-0.915014151,0.360184201,0.746131234
OTAU004699-RA,195.5089944,0.132074204,0.144357598,0.914909962,0.3602389,0.74614191
OTAU011613-RA,1513.355439,0.08507351,0.092997528,0.91479324,0.360300185,0.746166224
OTAU011121-RA,256.8934996,-0.089087231,0.097410235,-0.914557201,0.360424136,0.746217691
OTAU014938-RA,76.42387872,-0.124626823,0.136258091,-0.914637962,0.360381723,0.746217691
OTAU006689-RA,1795.973057,-0.059762941,0.06536272,-0.914327631,0.360544716,0.746262153
OTAU007587-RA,83.34394482,-0.186705661,0.204198791,-0.914332841,0.360541979,0.746262153
OTAU015286-RA,931.9894731,0.088554396,0.096880663,0.91405646,0.360687179,0.746454434
OTAU000403-RA,1438.0842,0.144332401,0.158012637,0.913423158,0.361020031,0.746630275
OTAU000711-RA,95.42045441,0.109226479,0.119571394,0.91348336,0.360988381,0.746630275
OTAU001233-RA,1114.971843,-0.052228721,0.057171413,-0.913546105,0.360955397,0.746630275
OTAU005388-RA,39.30839326,-0.090225316,0.098755737,-0.913621013,0.360916021,0.746630275
OTAU017464-RA,78.0496199,0.241675336,0.264574066,0.91345059,0.361005609,0.746630275
OTAU002222-RA,153.3249673,0.156108797,0.170989388,0.912973598,0.361256427,0.746681939
OTAU006896-RA,181.846804,-0.070867928,0.077606786,-0.913166641,0.361154906,0.746681939
OTAU007239-RA,1254.852024,-0.117860861,0.129084619,-0.91305116,0.361215635,0.746681939
OTAU007334-RA,0.80704986,0.24425225,0.26755805,0.912894418,0.361298074,0.746681939
OTAU014593-RA,3.346878063,-0.23278526,0.254962372,-0.9130181,0.361233022,0.746681939
OTAU015333-RA,189.4191629,-0.234921631,0.25736094,-0.912809968,0.361342495,0.746681939
OTAU009181-RA,528.3573139,0.046806377,0.051283773,0.912693701,0.361403658,0.74670587
OTAU011425-RA,93.13698148,-0.098646595,0.108121532,-0.912367719,0.361575177,0.746855323
OTAU013220-RA,22.38899839,-0.205346571,0.225052372,-0.912439045,0.361537644,0.746855323
OTAU006343-RA,29.02163587,0.139937614,0.153394387,0.912273364,0.361624832,0.746855454
OTAU006557-RA,3671.025241,-0.168058895,0.184264217,-0.912053885,0.361740352,0.746889183
OTAU009878-RA,355.1072111,-0.065107477,0.071380508,-0.912118428,0.361706379,0.746889183
OTAU008824-RA,665.6653414,-0.066262048,0.07270796,-0.911345162,0.362113538,0.747557215
OTAU003905-RA,342.9464939,0.075854208,0.083259424,0.911058527,0.362264537,0.747718357
OTAU017234-RA,140.9030473,-0.12961849,0.142280219,-0.911008504,0.362290893,0.747718357
OTAU004377-RA,5741.499361,0.064952912,0.071343236,0.91042845,0.3625966,0.748181115
OTAU015999-RA,3.399192645,-0.245961421,0.270170139,-0.910394546,0.362614473,0.748181115
OTAU000372-RA,98.89952421,-0.088824318,0.097644975,-0.909666045,0.362998657,0.74876863
OTAU012600-RA,2.771330541,-0.216735835,0.238236155,-0.909752071,0.362953276,0.74876863
OTAU000241-RA,356.9213276,-0.119185037,0.131067657,-0.909339801,0.363170788,0.748891109
OTAU002387-RA,151.2124808,-0.06806863,0.074850699,-0.909392034,0.363143225,0.748891109
OTAU016128-RA,90.14834351,-0.097556269,0.107290669,-0.909270772,0.363207215,0.748891109
OTAU015247-RA,260.5871762,0.067296809,0.074032732,0.909014257,0.3633426,0.749067701
OTAU005765-RA,523.4803635,-0.152792531,0.168149644,-0.908669964,0.363524363,0.749339846
OTAU000361-RA,25.14834413,0.243234463,0.267736563,0.908484298,0.363622406,0.749384318
OTAU002355-RA,786.9600131,0.089372748,0.098380393,0.908440648,0.363645458,0.749384318
OTAU001911-RA,8.234067954,-0.232228636,0.255729788,-0.908101625,0.363824532,0.749575814
OTAU002261-RA,202.0038964,0.229918437,0.253291086,0.907724154,0.364023979,0.749575814
OTAU005792-RA,2.321792975,-0.24247564,0.267111334,-0.907769939,0.363999784,0.749575814
OTAU006390-RA,226.4813105,0.060189175,0.066309584,0.90769948,0.364037019,0.749575814
OTAU014701-RA,670.2070305,0.076523033,0.084289848,0.907855867,0.363954377,0.749575814
OTAU016415-RA,4.549651654,0.23935509,0.263645232,0.907868078,0.363947925,0.749575814
OTAU012558-RA,437.334224,-0.190996865,0.210451258,-0.907558674,0.364111436,0.749626553
OTAU006155-RA,446.5244544,-0.053547355,0.059022006,-0.907243903,0.364277832,0.749682627
OTAU006615-RA,1.781738946,0.239808646,0.264346388,0.907175803,0.364313837,0.749682627
OTAU008463-RA,59.44592186,0.171261121,0.18879436,0.907130498,0.364337792,0.749682627
OTAU014244-RA,6.163895148,0.244597195,0.269605284,0.907241844,0.364278921,0.749682627
OTAU016647-RA,7.991387098,0.182833352,0.201612607,0.906854757,0.364483609,0.749880212
OTAU001469-RA,280.8068572,-0.245563694,0.271066541,-0.905916652,0.36497997,0.750634016
OTAU008207-RA,84.72551676,0.071642387,0.079090274,0.905830565,0.36502554,0.750634016
OTAU013100-RA,12.33788493,0.140376029,0.15495289,0.905927146,0.364974415,0.750634016
OTAU015005-RA,420.2529222,0.058002159,0.064035201,0.905785549,0.365049371,0.750634016
OTAU000350-RA,79.334045,0.091187085,0.100687729,0.905642488,0.365125113,0.750687262
OTAU007901-RA,3.037568846,0.199165565,0.219967571,0.90543149,0.365236839,0.750814469
OTAU004548-RA,981.3986993,0.042061981,0.046465338,0.905233504,0.365341696,0.75092752
OTAU007373-RA,90.40121843,-0.087795547,0.09701051,-0.90501067,0.365459735,0.75100309
OTAU013765-RA,489.437256,-0.126290974,0.139551766,-0.904975821,0.365478197,0.75100309
OTAU004005-RA,734.8297405,-0.235900491,0.260789622,-0.904562418,0.365697253,0.751055492
OTAU005529-RA,371.5469264,0.050723831,0.056077057,0.904538034,0.365710176,0.751055492
OTAU008450-RA,1689.255819,0.087564921,0.096824965,0.90436305,0.365802924,0.751055492
OTAU011646-RA,0.968494314,-0.221763887,0.245105673,-0.90476848,0.365588054,0.751055492
OTAU013981-RA,388.2541108,-0.086867238,0.096037783,-0.904511075,0.365724465,0.751055492
OTAU014376-RA,425.1584141,0.125614406,0.138885156,0.904448032,0.365757879,0.751055492
OTAU000089-RA,1952.118468,0.073538846,0.081326826,0.904238492,0.365868954,0.751088665
OTAU004263-RA,3.043231605,0.244841731,0.270950724,0.903639331,0.366186679,0.751433626
OTAU005422-RA,6.70347524,-0.176931102,0.195779935,-0.903724391,0.366141562,0.751433626
OTAU014021-RA,120.8875973,-0.24207955,0.267864581,-0.903738556,0.366134049,0.751433626
OTAU006588-RA,0.867265805,0.215785408,0.238885241,0.903301546,0.366365876,0.751698923
OTAU014146-RA,180.8344873,0.068197009,0.075510615,0.903144665,0.366449121,0.751767303
OTAU000546-RA,833.6500322,0.08217256,0.090997781,0.903017183,0.366516775,0.751803683
OTAU002451-RA,3375.827361,0.177008402,0.196046355,0.902890557,0.366583983,0.751808119
OTAU009399-RA,5.925952808,0.210426628,0.233124329,0.902636926,0.366718622,0.751808119
OTAU010164-RA,2853.076741,0.053278915,0.059021273,0.90270698,0.366681431,0.751808119
OTAU015330-RA,3991.803114,0.090366944,0.100098751,0.902777936,0.366643763,0.751808119
OTAU008090-RA,1.207565704,-0.240449451,0.266537635,-0.902121952,0.366992089,0.751876508
OTAU008167-RA,4.830691857,-0.242418515,0.268719804,-0.902123744,0.366991137,0.751876508
OTAU008227-RA,905.1716439,-0.044557005,0.049372525,-0.90246561,0.366809582,0.751876508
OTAU010254-RA,417.7240447,-0.040458766,0.044836523,-0.902361824,0.366864694,0.751876508
OTAU014089-RA,572.7151688,0.120445646,0.13351636,0.902104031,0.367001608,0.751876508
OTAU001377-RA,388.455,0.073011507,0.080968734,0.901724692,0.367203133,0.752077929
OTAU005085-RA,1255.127473,0.041161498,0.045660358,0.901471201,0.367337839,0.752077929
OTAU005665-RA,10.45564937,-0.160050392,0.177547909,-0.901449039,0.367349618,0.752077929
OTAU006266-RA,80.65013322,0.068605724,0.076098538,0.901538003,0.367302337,0.752077929
OTAU014201-RA,400.5804376,0.06102734,0.067689742,0.901574416,0.367282987,0.752077929
OTAU008866-RA,83.50899915,-0.140412809,0.15580226,-0.901224471,0.367468982,0.752117243
OTAU011853-RA,160.6911806,-0.072206706,0.080128974,-0.901131051,0.367518645,0.752117243
OTAU014923-RA,1.902960719,0.227416968,0.252348213,0.901203005,0.367480394,0.752117243
OTAU009831-RA,467.1869446,-0.098362878,0.109186915,-0.900866898,0.367659093,0.752275412
OTAU012246-RA,1493.238137,-0.089398899,0.099254484,-0.900703873,0.367745789,0.752275412
OTAU013743-RA,409.5901835,0.064652831,0.071780019,0.900707908,0.367743643,0.752275412
OTAU002394-RA,2386.330889,0.038790625,0.043090619,0.90021042,0.368008282,0.752403574
OTAU005657-RA,5.404269154,0.224385582,0.249181858,0.900489238,0.36785995,0.752403574
OTAU014382-RA,1.410020793,-0.241424506,0.268184144,-0.900219163,0.36800363,0.752403574
OTAU014757-RA,1452.291293,0.092803878,0.103072878,0.900371459,0.367922604,0.752403574
OTAU000122-RA,488.0434521,-0.094259569,0.104748028,-0.899869624,0.368189637,0.752521228
OTAU009513-RA,78.01364935,-0.088017074,0.097798531,-0.899983601,0.368128978,0.752521228
OTAU009821-RA,42.91349576,0.146532053,0.162845854,0.899820595,0.368215732,0.752521228
OTAU009418-RA,38.71670195,-0.142940952,0.158892573,-0.899607513,0.368329158,0.752650897
OTAU016833-RA,573.0648668,0.044929888,0.049952099,0.899459467,0.368407976,0.752709826
OTAU004008-RA,2063.345169,0.08019536,0.08918014,0.89925133,0.368518805,0.752834129
OTAU007335-RA,16.69666868,0.134886277,0.150087314,0.898718709,0.368802509,0.753215486
OTAU011414-RA,644.1642346,-0.061037431,0.067916483,-0.898713074,0.368805511,0.753215486
OTAU002665-RA,0.955320834,-0.211918371,0.235845743,-0.898546517,0.368894257,0.753294578
OTAU001190-RA,80.62851655,-0.104850567,0.116710111,-0.898384599,0.368980544,0.753368627
OTAU000181-RA,3327.24711,0.111376017,0.12401513,0.898084105,0.369140712,0.753433045
OTAU001371-RA,2072.284454,0.080994582,0.090195672,0.897987461,0.369192234,0.753433045
OTAU009511-RA,945.4059711,0.065821649,0.073296375,0.898020513,0.369174614,0.753433045
OTAU012435-RA,1.637609137,0.240032929,0.267312133,0.897949994,0.36921221,0.753433045
OTAU008572-RA,282.7403037,-0.079432272,0.088468828,-0.897856037,0.369262305,0.753433182
OTAU002082-RA,177.0579212,-0.204627272,0.228029739,-0.897370986,0.369520989,0.753858859
OTAU004499-RA,574.4717308,-0.062450883,0.069612119,-0.897126591,0.369651371,0.754022707
OTAU001404-RA,19.41970634,0.204179048,0.227902409,0.895905619,0.370303173,0.754841064
OTAU004369-RA,57.80968977,0.161469534,0.180197458,0.896069988,0.370215385,0.754841064
OTAU006432-RA,1.026445629,-0.236059419,0.2634433,-0.896053986,0.370223931,0.754841064
OTAU012637-RA,16.51308489,0.233240455,0.260322136,0.895968583,0.370269543,0.754841064
OTAU016336-RA,2.537623264,-0.242920261,0.271033711,-0.896273237,0.370106849,0.754841064
OTAU000724-RA,514.7274011,-0.065745504,0.073502424,-0.894467155,0.371071995,0.755195754
OTAU003439-RA,7.089366089,-0.219709205,0.24562843,-0.894477912,0.371066243,0.755195754
OTAU005888-RA,2096.06863,0.06716196,0.075062692,0.894744893,0.370923475,0.755195754
OTAU006264-RA,968.1986429,0.061356031,0.068544457,0.89512755,0.370718908,0.755195754
OTAU007837-RA,4.713213792,-0.230879105,0.258143684,-0.894382161,0.371117454,0.755195754
OTAU010466-RA,514.9878502,-0.094908109,0.105993448,-0.895414859,0.37056536,0.755195754
OTAU013132-RA,1372.626908,0.070471385,0.078791149,0.894407386,0.371103962,0.755195754
OTAU013199-RA,6.751731875,-0.228158695,0.255077977,-0.894466459,0.371072368,0.755195754
OTAU013774-RA,2949.320111,0.110886299,0.123873253,0.895159337,0.370701918,0.755195754
OTAU013796-RA,151.1324401,0.241720652,0.270204432,0.894584336,0.371009328,0.755195754
OTAU014574-RA,1.809091502,0.242281014,0.270791678,0.894713663,0.370940173,0.755195754
OTAU015253-RA,102.0512384,0.101896696,0.113927733,0.894397647,0.371109171,0.755195754
OTAU015266-RA,642.9219647,0.14794374,0.165433,0.894281914,0.371171074,0.755195754
OTAU015499-RA,12.32303048,-0.232408943,0.259887731,-0.894266696,0.371179214,0.755195754
OTAU000044-RA,53.90907489,-0.232276606,0.259898828,-0.893719328,0.371472081,0.755311876
