CHROM,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OTAU000070-RA,63.20889457,0.106861885,0.119863055,0.891533134,0.372643224,0.755311876
OTAU000081-RA,277.3696003,0.137246777,0.154260168,0.889709757,0.373621754,0.755311876
OTAU000194-RA,1053.637969,-0.077619377,0.087061631,-0.89154517,0.37263677,0.755311876
OTAU000314-RA,516.6800037,-0.147637339,0.16568561,-0.89106917,0.372892064,0.755311876
OTAU000373-RA,826.376339,-0.124001704,0.139463017,-0.889136817,0.373929554,0.755311876
OTAU000865-RA,387.8861366,-0.086836129,0.097668882,-0.889086951,0.373956351,0.755311876
OTAU000927-RA,116.8048156,-0.240479029,0.270089253,-0.890368744,0.37326792,0.755311876
OTAU001150-RA,1195.381587,0.082974772,0.093333321,0.889015533,0.373994732,0.755311876
OTAU001479-RA,1147.570667,0.101531982,0.113888826,0.891500824,0.372660549,0.755311876
OTAU002142-RA,1058.431689,0.205850691,0.230953421,0.891308257,0.37276382,0.755311876
OTAU002264-RA,599.7086224,0.182511053,0.20500113,0.890292913,0.373308626,0.755311876
OTAU002449-RA,13.80537954,0.14719448,0.16491997,0.89252066,0.372113924,0.755311876
OTAU002592-RA,11476.03325,-0.122535351,0.13760122,-0.890510648,0.373191753,0.755311876
OTAU002720-RA,12.56603222,0.232666386,0.260772031,0.892221395,0.372274277,0.755311876
OTAU002820-RA,254.6529408,0.121939273,0.136545607,0.893029636,0.371841302,0.755311876
OTAU002833-RA,240.3714484,0.090910141,0.102033589,0.890982489,0.372938565,0.755311876
OTAU003272-RA,154.9690481,-0.090521941,0.10143667,-0.892398587,0.372179328,0.755311876
OTAU003935-RA,383.3586732,-0.063288283,0.071013863,-0.891210248,0.372816388,0.755311876
OTAU004393-RA,70.24280889,0.143664986,0.16135579,0.890361517,0.373271799,0.755311876
OTAU005242-RA,8.231327213,0.229286782,0.257757074,0.889546032,0.373709696,0.755311876
OTAU005425-RA,63.79650438,0.098222006,0.110128762,0.891883321,0.372455476,0.755311876
OTAU005789-RA,6578.809692,0.056229263,0.063000457,0.89252152,0.372113463,0.755311876
OTAU006024-RA,1543.714347,-0.063757591,0.071393106,-0.893049691,0.371830563,0.755311876
OTAU006243-RA,43.51553718,-0.11257356,0.125982049,-0.893568256,0.371552937,0.755311876
OTAU006340-RA,1558.909055,0.080618223,0.090452506,0.891276829,0.372780676,0.755311876
OTAU007063-RA,183.3650241,0.090769894,0.101777931,0.891842592,0.372477309,0.755311876
OTAU007196-RA,14461.7341,0.063200597,0.070706467,0.893844646,0.371405018,0.755311876
OTAU007310-RA,38.39747668,0.23768968,0.265980259,0.893636544,0.371516387,0.755311876
OTAU007448-RA,2509.581972,-0.239703234,0.268897355,-0.891430241,0.3726984,0.755311876
OTAU008813-RA,57.7509105,-0.071231746,0.079762462,-0.893048496,0.371831203,0.755311876
OTAU009633-RA,36.86082216,0.123630499,0.139061765,0.889033009,0.37398534,0.755311876
OTAU009944-RA,32.73092721,0.206810992,0.231868124,0.891933692,0.372428474,0.755311876
OTAU010010-RA,562.0997659,0.131982969,0.148245788,0.890298272,0.373305749,0.755311876
OTAU010915-RA,2513.468397,0.094520087,0.105791662,0.893454973,0.371613575,0.755311876
OTAU011150-RA,150.4496628,-0.241397131,0.270957777,-0.890903127,0.372981143,0.755311876
OTAU011790-RA,11.00016196,0.171587253,0.192057001,0.893418367,0.37163317,0.755311876
OTAU011795-RA,70.0071039,-0.113864122,0.127747923,-0.891318772,0.372758181,0.755311876
OTAU012664-RA,113.2012422,-0.078368741,0.08812671,-0.889273422,0.373856152,0.755311876
OTAU012832-RA,109.5308369,0.209132806,0.235010754,0.889886112,0.373527042,0.755311876
OTAU012856-RA,1.256453624,-0.240981632,0.270016597,-0.892469702,0.372141226,0.755311876
OTAU012977-RA,214.1636115,-0.150058158,0.168607456,-0.8899853,0.37347378,0.755311876
OTAU012987-RA,664.2327327,0.042243723,0.047453485,0.890213287,0.373351372,0.755311876
OTAU013087-RA,250.6788371,-0.054210645,0.060760664,-0.892199692,0.372285907,0.755311876
OTAU013176-RA,18.59926468,-0.210261931,0.236295748,-0.889825285,0.373559708,0.755311876
OTAU013226-RA,153.6517298,-0.0695884,0.077965463,-0.892554178,0.372095967,0.755311876
OTAU013320-RA,1207.329277,0.126592215,0.142308165,0.889563959,0.373700066,0.755311876
OTAU013818-RA,103.5033163,-0.100085835,0.112324245,-0.891043916,0.372905611,0.755311876
OTAU013951-RA,45.45450263,-0.135619436,0.152464943,-0.889512258,0.373727838,0.755311876
OTAU014150-RA,338.7235784,-0.102099892,0.114317976,-0.893121933,0.371791878,0.755311876
OTAU014440-RA,2449.41703,-0.153152888,0.171933755,-0.890766841,0.373054267,0.755311876
OTAU015741-RA,7.71182098,-0.198135537,0.222855314,-0.889077014,0.373961692,0.755311876
OTAU016280-RA,4.388300831,-0.185367076,0.207893358,-0.891645017,0.372583233,0.755311876
OTAU016658-RA,1.033847554,0.24171686,0.271008327,0.891916725,0.372437569,0.755311876
OTAU017354-RA,1.464829535,-0.230248905,0.258567504,-0.890478891,0.373208798,0.755311876
OTAU006936-RA,36.83753585,-0.218196997,0.245592336,-0.888451979,0.374297676,0.755822338
OTAU012357-RA,11.86610159,-0.210581737,0.237070954,-0.888264602,0.374398436,0.755823116
OTAU016302-RA,4.248790715,-0.237699442,0.267582313,-0.888322697,0.374367194,0.755823116
OTAU003555-RA,65.02406591,-0.159587446,0.179708784,-0.888033645,0.374522654,0.755872568
OTAU014778-RA,81.24329338,-0.239967236,0.270223508,-0.888032418,0.374523314,0.755872568
OTAU000713-RA,57.73016807,-0.221350989,0.249420708,-0.887460349,0.374831105,0.755885971
OTAU000880-RA,98.69695703,-0.108249363,0.121925699,-0.887830572,0.374631895,0.755885971
OTAU002058-RA,12.08710191,-0.147634248,0.166341818,-0.887535377,0.374790729,0.755885971
OTAU007965-RA,542.6822853,-0.152505446,0.171830785,-0.887532731,0.374792152,0.755885971
OTAU014036-RA,761.6966621,0.184256068,0.207616813,0.887481439,0.374819755,0.755885971
OTAU016907-RA,0.901393409,-0.24058404,0.271012432,-0.887723262,0.37468963,0.755885971
OTAU002421-RA,41.80222371,-0.212146289,0.239081527,-0.887338689,0.374896582,0.755905233
OTAU010760-RA,1547.791492,0.09128579,0.102885504,0.887256087,0.374941042,0.755905233
OTAU008617-RA,211.7174591,-0.06477809,0.073017753,-0.887155346,0.37499527,0.755913367
OTAU005217-RA,356.3095843,0.095010238,0.107122222,0.88693304,0.375114952,0.755952251
OTAU010909-RA,3780.171672,0.046407684,0.05232327,0.886941585,0.375110351,0.755952251
OTAU000237-RA,2.250406014,0.240158416,0.270968185,0.886297467,0.375457254,0.75614443
OTAU001575-RA,3757.896604,0.117831201,0.132923312,0.886460012,0.375369693,0.75614443
OTAU008516-RA,10.59040507,-0.23716457,0.267575624,-0.88634595,0.375431136,0.75614443
OTAU014680-RA,489.1932023,0.116323867,0.131236119,0.886370826,0.375417735,0.75614443
OTAU016530-RA,417.3813676,0.085846522,0.09686055,0.886289849,0.375461358,0.75614443
OTAU002727-RA,401.7353523,0.144628528,0.163353944,0.885369064,0.375957612,0.756449086
OTAU003447-RA,76.00826629,-0.150046746,0.169435071,-0.885570767,0.37584887,0.756449086
OTAU006535-RA,175.5852127,0.07005236,0.079162867,0.884914387,0.376202808,0.756449086
OTAU007467-RA,404.0451254,-0.077940572,0.088052244,-0.885162805,0.37606883,0.756449086
OTAU007740-RA,150.2903207,-0.095454254,0.107819054,-0.885318977,0.375984618,0.756449086
OTAU009018-RA,53.17110988,0.218129212,0.246293144,0.885648738,0.375806839,0.756449086
OTAU010133-RA,6.293898892,-0.207868983,0.234730973,-0.88556265,0.375853246,0.756449086
OTAU010523-RA,1403.820152,-0.106165933,0.119976273,-0.884891075,0.376215382,0.756449086
OTAU011333-RA,2.610371625,-0.219730518,0.248065899,-0.885774786,0.375738899,0.756449086
OTAU011659-RA,526.2410559,-0.041656214,0.047057443,-0.885220513,0.376037711,0.756449086
OTAU012564-RA,2006.491088,-0.061577902,0.069556591,-0.885292123,0.375999097,0.756449086
OTAU013984-RA,5.471534129,0.199305898,0.225219237,0.884941717,0.376188067,0.756449086
OTAU006793-RA,50.48715926,0.17053639,0.192797708,0.884535361,0.376407283,0.756733905
OTAU000086-RA,43.9220604,-0.238850496,0.270716415,-0.882290406,0.377619783,0.756769565
OTAU000325-RA,2360.230571,0.048901797,0.055326851,0.883870963,0.376765873,0.756769565
OTAU002318-RA,3.060290404,0.234648036,0.265874814,0.882550823,0.377479009,0.756769565
OTAU002815-RA,149.1703703,0.158289755,0.179430358,0.882179341,0.377679832,0.756769565
OTAU003904-RA,91.59651763,-0.101558522,0.115134787,-0.882083733,0.377731528,0.756769565
OTAU005115-RA,404.663019,0.08005896,0.090602044,0.883633048,0.376894333,0.756769565
OTAU005134-RA,2.549064093,0.209415058,0.237118085,0.883167802,0.377145615,0.756769565
OTAU005846-RA,7.022516116,-0.172492573,0.195118384,-0.884040596,0.376674299,0.756769565
OTAU005982-RA,1647.53655,0.052639442,0.05967498,0.882102387,0.377721442,0.756769565
OTAU005998-RA,315.7735756,-0.051197658,0.057961515,-0.883304333,0.377071863,0.756769565
OTAU006103-RA,18786.30146,0.183255851,0.207489402,0.88320584,0.377125067,0.756769565
OTAU006677-RA,3431.334426,0.079646653,0.09024525,0.882557834,0.377475219,0.756769565
OTAU007137-RA,57.86596413,-0.197582676,0.223572208,-0.883753296,0.376829403,0.756769565
OTAU007603-RA,249.0873083,0.083003863,0.093860035,0.884336592,0.376514541,0.756769565
OTAU008030-RA,243.6945502,0.077608011,0.087912205,0.882789949,0.377349772,0.756769565
OTAU008992-RA,1456.252901,0.101624203,0.115173843,0.882354882,0.377584926,0.756769565
OTAU011441-RA,581.6926288,-0.05798155,0.065603454,-0.883818556,0.376794168,0.756769565
OTAU012060-RA,3963.22397,-0.097042798,0.110008917,-0.882135751,0.377703401,0.756769565
OTAU013710-RA,41.10911173,-0.168577053,0.191021849,-0.882501418,0.377505713,0.756769565
OTAU014199-RA,23.31956237,0.153698392,0.173926944,0.883695122,0.376860814,0.756769565
OTAU015392-RA,11670.15677,0.172651935,0.195700907,0.882223477,0.377655968,0.756769565
OTAU016096-RA,20.3406616,-0.119220582,0.135010948,-0.883043811,0.377212601,0.756769565
OTAU016348-RA,63.76572135,0.169897853,0.19257065,0.882262449,0.377634898,0.756769565
OTAU016958-RA,319.1614262,-0.082708149,0.093708975,-0.882606483,0.377448925,0.756769565
OTAU017292-RA,109.596408,-0.099579766,0.112679032,-0.883747089,0.376832755,0.756769565
OTAU017305-RA,3.129528776,0.227664887,0.257789195,0.883143636,0.37715867,0.756769565
OTAU006010-RA,117.5655058,-0.113166999,0.128327159,-0.881863201,0.377850789,0.756905492
OTAU009761-RA,168.9765277,-0.106027936,0.120256572,-0.881681012,0.377949332,0.756905492
OTAU009911-RA,234.5587255,0.082692425,0.093789666,0.881679495,0.377950153,0.756905492
OTAU001755-RA,2084.596658,-0.234319847,0.265829645,-0.881466198,0.378065542,0.757035907
OTAU014073-RA,89.59522114,0.087399565,0.09916303,0.881372472,0.378116252,0.757036794
OTAU000063-RA,231.4843436,0.070192841,0.07967399,0.881000708,0.378317437,0.757238251
OTAU002476-RA,6.77984865,-0.167415289,0.190014162,-0.881067427,0.378281326,0.757238251
OTAU000360-RA,705.214662,-0.06167041,0.070065069,-0.880187675,0.378757649,0.757303389
OTAU000886-RA,1477.269086,0.064621286,0.073406474,0.88032134,0.378685255,0.757303389
OTAU000926-RA,1090.243611,0.037498266,0.042602252,0.880194457,0.378753976,0.757303389
OTAU002746-RA,134.9485411,0.097512713,0.110799126,0.880085579,0.378812951,0.757303389
OTAU003045-RA,814.7199812,-0.077129707,0.087646204,-0.880011947,0.378852838,0.757303389
OTAU003994-RA,1147.053288,0.065547333,0.074456803,0.880340421,0.378674922,0.757303389
OTAU009414-RA,93.23608908,-0.064088011,0.072775429,-0.880627047,0.378519714,0.757303389
OTAU009451-RA,2.668932283,-0.196207387,0.222837554,-0.880495156,0.378591128,0.757303389
OTAU013159-RA,3682.850631,-0.050542266,0.057389208,-0.880692862,0.378484081,0.757303389
OTAU014685-RA,39.09140196,-0.222883643,0.253119232,-0.880548039,0.378562493,0.757303389
OTAU002959-RA,444.2640623,0.051238572,0.058244552,0.879714409,0.379014042,0.757525079
OTAU003184-RA,1147.038748,0.052404039,0.0595832,0.879510315,0.379124643,0.757580814
OTAU007986-RA,6.904188732,0.233550907,0.265556493,0.879477299,0.379142536,0.757580814
OTAU005404-RA,3508.858322,0.04269099,0.048551922,0.879285277,0.379246617,0.757688253
OTAU000030-RA,22308.3955,0.064813764,0.073784559,0.878419076,0.379716336,0.757788083
OTAU001401-RA,234.1064849,0.063108727,0.071820467,0.878701144,0.379563338,0.757788083
OTAU001959-RA,48.78898701,-0.188562241,0.214708928,-0.878222637,0.37982291,0.757788083
OTAU003755-RA,49.56073477,0.219082926,0.249460511,0.878226882,0.379820606,0.757788083
OTAU003880-RA,808.2232709,0.053397709,0.060763008,0.878786465,0.379517066,0.757788083
OTAU009031-RA,18.55363908,0.146634741,0.167010575,0.877996744,0.379945485,0.757788083
OTAU009493-RA,3084.838629,-0.230538038,0.262528557,-0.878144615,0.379865244,0.757788083
OTAU009568-RA,1787.320951,0.053186978,0.060543049,0.878498506,0.379673248,0.757788083
OTAU011590-RA,35.24700971,0.172921488,0.196809525,0.878623573,0.37960541,0.757788083
OTAU011981-RA,180.9539187,0.064871063,0.073886123,0.877987103,0.379950718,0.757788083
OTAU013703-RA,3.520951489,0.230431049,0.262401728,0.878161322,0.379856178,0.757788083
OTAU014189-RA,7.997915782,-0.185824317,0.211567901,-0.878319993,0.379770089,0.757788083
OTAU016150-RA,224.259296,0.072758957,0.082811648,0.878607764,0.379613985,0.757788083
OTAU007263-RA,2.38730628,0.230882283,0.263081032,0.877609007,0.38015594,0.758096988
OTAU005507-RA,252.3157154,-0.113767267,0.129708733,-0.87709797,0.380433427,0.758414958
OTAU010665-RA,59.34741624,0.076709398,0.087449308,0.87718702,0.380385065,0.758414958
OTAU014727-RA,150.1926608,-0.156287841,0.178199799,-0.877037135,0.380466468,0.758414958
OTAU003638-RA,363.3820278,-0.237314803,0.270694067,-0.87669008,0.380654997,0.758650958
OTAU006808-RA,996.3200201,0.15021536,0.171366969,0.876571261,0.380719555,0.758650958
OTAU015866-RA,1.110652425,0.212094631,0.241967718,0.876541023,0.380735985,0.758650958
OTAU009765-RA,2.051311585,-0.233908825,0.266911819,-0.876352442,0.380838464,0.758754765
OTAU000279-RA,28.40440913,-0.128977241,0.147203671,-0.876182231,0.380930975,0.758838688
OTAU002057-RA,6.452523843,-0.225253997,0.257285927,-0.875500653,0.381301555,0.759055638
OTAU004642-RA,1080.931387,0.235284889,0.268766242,0.875425749,0.381342295,0.759055638
OTAU005455-RA,1080.031126,0.04644236,0.053033012,0.875725488,0.381179286,0.759055638
OTAU008654-RA,527.902461,-0.168092546,0.19200256,-0.875470336,0.381318044,0.759055638
OTAU013905-RA,1.587102263,0.236859246,0.270530122,0.875537423,0.381281557,0.759055638
OTAU015880-RA,1483.098145,0.105073958,0.120014346,0.875511648,0.381295575,0.759055638
OTAU006721-RA,3.319987407,-0.191235129,0.218554308,-0.875000503,0.381573632,0.759252649
OTAU008102-RA,3.737223745,0.232652446,0.265856158,0.875106477,0.381515973,0.759252649
OTAU008402-RA,3579.564485,0.076738644,0.087704736,0.874965796,0.381592517,0.759252649
OTAU000159-RA,37.89114194,0.220699816,0.252322967,0.874671926,0.38175244,0.759270492
OTAU005398-RA,197.5721057,-0.138965197,0.158851717,-0.874810802,0.381676859,0.759270492
OTAU011871-RA,717.8193838,0.041868256,0.047867412,0.874671386,0.381752734,0.759270492
OTAU008114-RA,1.967424593,-0.235140696,0.268917431,-0.874397378,0.381901885,0.759466841
OTAU009560-RA,236.7133477,0.079095832,0.09048942,0.874089285,0.382069632,0.759700114
OTAU011123-RA,3.017661781,-0.235612807,0.269594132,-0.873953766,0.382143433,0.759746548
OTAU000552-RA,81.45653652,-0.214250187,0.245322218,-0.87334196,0.382476716,0.76000783
OTAU005923-RA,21.9622234,-0.2093503,0.239677977,-0.873464902,0.382409729,0.76000783
OTAU008622-RA,634.6802203,0.212735201,0.243585979,0.87334748,0.382473708,0.76000783
OTAU013924-RA,16.89119695,0.177722001,0.203456147,0.873515024,0.382382421,0.76000783
OTAU004829-RA,277.2152125,0.061335638,0.070257387,0.873013363,0.382655794,0.760263359
OTAU002970-RA,4459.960801,0.060363668,0.069159256,0.872821255,0.382760513,0.760337889
OTAU005190-RA,231.0273014,-0.132550621,0.151921916,-0.872491767,0.382940157,0.760337889
OTAU010859-RA,246.5611904,0.081092945,0.092945172,0.872481525,0.382945743,0.760337889
OTAU014331-RA,1434.820934,-0.174596342,0.200096471,-0.872560822,0.382902503,0.760337889
OTAU016916-RA,1.155526569,-0.235867736,0.270320078,-0.872549821,0.382908501,0.760337889
OTAU002196-RA,1639.983313,-0.071223413,0.081684011,-0.871938238,0.383242072,0.760825944
OTAU001797-RA,4135.787988,-0.059886932,0.068703811,-0.871668275,0.383389372,0.76096236
OTAU006960-RA,1696.48137,0.080222983,0.092038193,0.871627094,0.383411845,0.76096236
OTAU002995-RA,2760.50644,-0.169374245,0.194384434,-0.871336465,0.383570466,0.761076577
OTAU008276-RA,1768.156827,0.06603054,0.075776658,0.871383637,0.383544717,0.761076577
OTAU000633-RA,230.7494645,-0.062711413,0.072017734,-0.870777367,0.383875725,0.761180832
OTAU005293-RA,551.0882633,-0.086793109,0.099655307,-0.870933136,0.383790663,0.761180832
OTAU005693-RA,97.84554515,0.182683736,0.209736175,0.871016821,0.383744969,0.761180832
OTAU014648-RA,4.500576371,-0.204755063,0.23511012,-0.870890044,0.383814194,0.761180832
OTAU014705-RA,1.308041685,0.23537137,0.270282084,0.870836006,0.383843703,0.761180832
OTAU008585-RA,797.5658706,0.062549259,0.071841173,0.870660314,0.383939654,0.761202558
OTAU013158-RA,106.6586721,-0.087953531,0.101029563,-0.870572218,0.383987771,0.761202558
OTAU009471-RA,1.560748532,-0.2357377,0.270843464,-0.870383564,0.384090826,0.761306638
OTAU007477-RA,79.48735509,-0.235770302,0.270910814,-0.870287524,0.384143295,0.761310439
OTAU006655-RA,215.3420491,0.116271675,0.133634337,0.870073344,0.384260324,0.76141833
OTAU015388-RA,159.9294939,-0.144522994,0.166125304,-0.869963761,0.384320209,0.76141833
OTAU016828-RA,5.751659947,-0.231396419,0.266000313,-0.869910326,0.384349412,0.76141833
OTAU004923-RA,23.1590042,0.131212649,0.150917405,0.869433514,0.384610059,0.761734282
OTAU009217-RA,259.289749,-0.23516594,0.270466495,-0.869482708,0.384583162,0.761734282
OTAU010229-RA,853.9073011,-0.097776097,0.112476333,-0.869303744,0.384681015,0.761774634
OTAU009074-RA,32.27184017,-0.141184143,0.162469159,-0.868990423,0.384852369,0.76191359
OTAU014151-RA,814.3100932,-0.089302892,0.102756719,-0.869071072,0.384808258,0.76191359
OTAU007352-RA,1045.748566,-0.112031682,0.128969655,-0.868666989,0.385029302,0.762054941
OTAU014470-RA,1.836388844,0.233161756,0.268439413,0.868582424,0.385075571,0.762054941
OTAU014714-RA,374.5665354,-0.055490933,0.063881307,-0.868656811,0.385034871,0.762054941
OTAU010279-RA,12.91454735,-0.235045888,0.270853508,-0.867797098,0.385505419,0.762705151
OTAU014804-RA,1.739549831,-0.233921044,0.269530338,-0.867883911,0.385457887,0.762705151
OTAU002772-RA,302.3188437,0.078075638,0.089987551,0.86762711,0.385598501,0.7627891
OTAU002835-RA,2697.687063,0.090471123,0.104288521,0.867507963,0.385663751,0.762817978
OTAU015528-RA,75.69592397,0.174635402,0.201343411,0.867350966,0.385749739,0.762887863
OTAU007349-RA,658.3079942,0.12205716,0.1407773,0.867023026,0.385929393,0.763087539
OTAU014226-RA,529.5507743,0.057416313,0.06622552,0.866981686,0.385952044,0.763087539
OTAU004376-RA,41.28805328,-0.101625216,0.117229856,-0.86688852,0.386003094,0.763088291
OTAU010631-RA,1259.823394,0.060859353,0.070232838,0.866537005,0.386195742,0.76336893
OTAU001861-RA,316.1037886,0.151220523,0.174563834,0.866276359,0.386338628,0.763551146
OTAU001654-RA,44.69535792,-0.119860964,0.138384189,-0.866146376,0.386409896,0.763565375
OTAU001817-RA,6680.812095,0.091599094,0.10577163,0.866008154,0.38648569,0.763565375
OTAU007201-RA,217.836619,0.059189231,0.068356258,0.865893381,0.386548633,0.763565375
OTAU010014-RA,63.16214398,-0.228215022,0.263534619,-0.865977394,0.386502559,0.763565375
OTAU003587-RA,4.568086268,-0.202150611,0.233551701,-0.865549725,0.386737136,0.763684853
OTAU004916-RA,639.6364083,0.132624422,0.153204072,0.865671647,0.386670253,0.763684853
OTAU008267-RA,71.87341241,0.096926185,0.111987913,0.865505776,0.386761247,0.763684853
OTAU001080-RA,650.7926971,-0.074296492,0.085864911,-0.865271865,0.386889589,0.763838124
