CHROM,pvalue
OTAU011817-RA,0.435055308
OTAU012024-RA,0.43504198
OTAU012128-RA,0.435523221
OTAU012407-RA,0.435140589
OTAU012957-RA,0.436257852
OTAU013405-RA,0.436231909
OTAU014081-RA,0.436003573
OTAU014439-RA,0.435767009
OTAU014448-RA,0.434594532
OTAU015271-RA,0.436151528
OTAU015659-RA,0.434940709
OTAU015819-RA,0.435840184
OTAU016531-RA,0.436299253
OTAU016852-RA,0.434985123
OTAU016922-RA,0.435619792
OTAU000815-RA,0.436856489
OTAU001225-RA,0.436890161
OTAU001834-RA,0.436665625
OTAU003441-RA,0.436877073
OTAU004021-RA,0.43686916
OTAU006269-RA,0.43690057
OTAU012395-RA,0.436751292
OTAU000084-RA,0.437538399
OTAU000969-RA,0.438282411
OTAU001003-RA,0.437355108
OTAU001059-RA,0.43793839
OTAU001212-RA,0.43742496
OTAU002144-RA,0.438109409
OTAU003130-RA,0.43710364
OTAU003365-RA,0.437500628
OTAU005479-RA,0.437737827
OTAU006452-RA,0.437451443
OTAU006878-RA,0.437493546
OTAU007048-RA,0.437876657
OTAU008269-RA,0.438311999
OTAU008718-RA,0.438272191
OTAU009847-RA,0.438439511
OTAU010053-RA,0.437743153
OTAU010082-RA,0.437925102
OTAU010480-RA,0.438397471
OTAU011910-RA,0.438275705
OTAU011917-RA,0.437249109
OTAU011986-RA,0.437782685
OTAU012397-RA,0.437049022
OTAU012894-RA,0.438234937
OTAU013118-RA,0.438294464
OTAU016369-RA,0.438435904
OTAU016660-RA,0.43704032
OTAU016697-RA,0.4381974
OTAU016919-RA,0.438080535
OTAU017253-RA,0.438421564
OTAU006388-RA,0.43869541
OTAU008134-RA,0.438913117
OTAU008263-RA,0.438823384
OTAU008951-RA,0.438850917
OTAU010535-RA,0.438799168
OTAU012584-RA,0.438875524
OTAU002483-RA,0.439090948
OTAU004079-RA,0.439195713
OTAU007688-RA,0.43944072
OTAU009874-RA,0.439279012
OTAU010273-RA,0.439415659
OTAU011258-RA,0.439200915
OTAU012054-RA,0.439350223
OTAU014449-RA,0.43949282
OTAU014569-RA,0.439181372
OTAU016570-RA,0.439286106
OTAU016746-RA,0.439486334
OTAU008224-RA,0.43968228
OTAU014479-RA,0.439726316
OTAU017143-RA,0.439711503
OTAU003352-RA,0.439826526
OTAU011605-RA,0.439857592
OTAU016587-RA,0.439889442
OTAU000082-RA,0.44009294
OTAU001913-RA,0.439991752
OTAU002883-RA,0.440007347
OTAU013009-RA,0.4401103
OTAU002691-RA,0.440266806
OTAU012524-RA,0.44027398
OTAU006337-RA,0.440418879
OTAU013898-RA,0.440432086
OTAU016172-RA,0.440415813
OTAU002526-RA,0.440576471
OTAU009395-RA,0.440645475
OTAU000143-RA,0.44309947
OTAU000478-RA,0.441519661
OTAU000775-RA,0.441028701
OTAU000790-RA,0.441204801
OTAU001169-RA,0.442640658
OTAU001454-RA,0.442049405
OTAU001564-RA,0.442329821
OTAU001573-RA,0.442406213
OTAU002016-RA,0.443135183
OTAU002149-RA,0.44210213
OTAU002569-RA,0.441583241
OTAU004096-RA,0.442676453
OTAU004333-RA,0.441711912
OTAU004492-RA,0.442385222
OTAU004654-RA,0.441285966
OTAU004697-RA,0.442395481
OTAU004948-RA,0.443210057
OTAU006355-RA,0.442120632
OTAU007628-RA,0.440901319
OTAU008261-RA,0.441096943
OTAU009642-RA,0.442555045
OTAU009655-RA,0.442827894
OTAU009979-RA,0.442816065
OTAU010705-RA,0.441853126
OTAU010795-RA,0.443137694
OTAU010879-RA,0.441112194
OTAU011794-RA,0.440940915
OTAU012004-RA,0.442281429
OTAU012283-RA,0.442991213
OTAU012431-RA,0.440982763
OTAU012689-RA,0.441956497
OTAU012917-RA,0.44132693
OTAU013303-RA,0.441442706
OTAU013463-RA,0.441902844
OTAU013983-RA,0.443078652
OTAU014101-RA,0.442186287
OTAU014129-RA,0.442338965
OTAU014836-RA,0.442628437
OTAU014933-RA,0.441392194
OTAU015274-RA,0.441151173
OTAU015618-RA,0.441786384
OTAU015687-RA,0.441808363
OTAU015696-RA,0.44302418
OTAU016555-RA,0.442564657
OTAU016634-RA,0.441984769
OTAU017053-RA,0.442010663
OTAU017314-RA,0.442880663
OTAU017316-RA,0.443242335
OTAU004358-RA,0.443317747
OTAU006733-RA,0.443421807
OTAU006703-RA,0.443559366
OTAU012981-RA,0.443621468
OTAU001047-RA,0.444121865
OTAU003257-RA,0.443737798
OTAU003815-RA,0.444209255
OTAU006531-RA,0.443863427
OTAU006547-RA,0.44410827
OTAU006971-RA,0.443904246
OTAU007358-RA,0.443987713
OTAU009476-RA,0.444027661
OTAU009833-RA,0.443918679
OTAU012313-RA,0.444204019
OTAU015646-RA,0.444172797
OTAU000020-RA,0.444375271
OTAU017108-RA,0.444330109
OTAU001829-RA,0.444672381
OTAU013871-RA,0.444718006
OTAU016661-RA,0.444653531
OTAU007011-RA,0.444849827
OTAU004711-RA,0.445065857
OTAU005940-RA,0.445027775
OTAU011364-RA,0.445118046
OTAU009515-RA,0.445231929
OTAU015323-RA,0.445256524
OTAU012271-RA,0.445317505
OTAU008679-RA,0.445400824
OTAU009718-RA,0.445600317
OTAU016997-RA,0.445598241
OTAU005140-RA,0.445902044
OTAU002655-RA,0.446152627
OTAU003282-RA,0.446161958
OTAU003290-RA,0.446131956
OTAU006406-RA,0.446194793
OTAU007356-RA,0.446188606
OTAU016791-RA,0.446236106
OTAU008345-RA,0.446408653
OTAU012623-RA,0.446411971
OTAU004945-RA,0.446559905
OTAU008093-RA,0.446606795
OTAU016176-RA,0.446685441
OTAU000467-RA,0.446887996
OTAU003632-RA,0.446965075
OTAU004660-RA,0.447049131
OTAU007685-RA,0.446827955
OTAU008554-RA,0.447071782
OTAU010986-RA,0.447046486
OTAU015354-RA,0.446811223
OTAU005128-RA,0.447212688
OTAU010641-RA,0.447281561
OTAU013215-RA,0.447360498
OTAU015230-RA,0.447402159
OTAU000789-RA,0.447528453
OTAU003322-RA,0.447640439
OTAU016782-RA,0.4476808
OTAU011198-RA,0.447740419
OTAU011731-RA,0.447799461
OTAU004671-RA,0.447862822
OTAU002289-RA,0.448096672
OTAU003672-RA,0.448146408
OTAU005389-RA,0.448141751
OTAU000717-RA,0.44836085
OTAU003037-RA,0.448557622
OTAU005631-RA,0.448222403
OTAU007491-RA,0.448528189
OTAU008651-RA,0.448322171
OTAU009815-RA,0.448623436
OTAU010416-RA,0.448464144
OTAU012559-RA,0.448389447
OTAU014041-RA,0.448572201
OTAU002756-RA,0.448745814
OTAU009292-RA,0.44887649
OTAU009428-RA,0.448811134
OTAU013689-RA,0.448896166
OTAU017133-RA,0.448784325
OTAU017093-RA,0.449004065
OTAU001024-RA,0.449334562
OTAU006456-RA,0.449290953
OTAU010093-RA,0.449237602
OTAU005600-RA,0.449404451
OTAU012680-RA,0.449515546
OTAU009685-RA,0.449633509
OTAU015892-RA,0.449602518
OTAU012457-RA,0.449688969
OTAU016576-RA,0.449837652
OTAU010987-RA,0.449905071
OTAU005002-RA,0.449961666
OTAU003660-RA,0.450681859
OTAU005367-RA,0.450798146
OTAU008169-RA,0.450778875
OTAU009294-RA,0.450727
OTAU009726-RA,0.450650275
OTAU010639-RA,0.450587953
OTAU011319-RA,0.450810212
OTAU005637-RA,0.450872809
OTAU004183-RA,0.451249556
OTAU004905-RA,0.451181496
OTAU005871-RA,0.451175369
OTAU010076-RA,0.451230181
OTAU013219-RA,0.451023925
OTAU016232-RA,0.451029218
OTAU016307-RA,0.451123904
OTAU016133-RA,0.451322636
OTAU003070-RA,0.451406732
OTAU004042-RA,0.451470027
OTAU000986-RA,0.451883992
OTAU001321-RA,0.451807487
OTAU002176-RA,0.451829328
OTAU006385-RA,0.451832323
OTAU010227-RA,0.451978504
OTAU017256-RA,0.452056214
OTAU001359-RA,0.452279792
OTAU004036-RA,0.452408285
OTAU005893-RA,0.452236232
OTAU011772-RA,0.452394418
OTAU013803-RA,0.452349862
OTAU004895-RA,0.452602826
OTAU006561-RA,0.45251026
OTAU015970-RA,0.452587442
OTAU003695-RA,0.452766218
OTAU006301-RA,0.452767666
OTAU011748-RA,0.452778343
OTAU003357-RA,0.452889273
OTAU003494-RA,0.453117346
OTAU007571-RA,0.453145199
OTAU012349-RA,0.453109992
OTAU004109-RA,0.453245406
OTAU003205-RA,0.453855726
OTAU003480-RA,0.453818209
OTAU010360-RA,0.453563844
OTAU011735-RA,0.453810952
OTAU012139-RA,0.453736731
OTAU012511-RA,0.453773365
OTAU013956-RA,0.453902249
OTAU014729-RA,0.453893291
OTAU016063-RA,0.453833696
OTAU008910-RA,0.45407989
OTAU014278-RA,0.454045829
OTAU006980-RA,0.454221506
OTAU014812-RA,0.454205703
OTAU002853-RA,0.454406779
OTAU004981-RA,0.454379223
OTAU005709-RA,0.454502372
OTAU007142-RA,0.454483678
OTAU012561-RA,0.454316759
OTAU000023-RA,0.455194752
OTAU002688-RA,0.454874959
OTAU004288-RA,0.454845757
OTAU006226-RA,0.45513366
OTAU008330-RA,0.45465206
OTAU008723-RA,0.454955603
OTAU009368-RA,0.455152089
OTAU014851-RA,0.45515032
OTAU014994-RA,0.454897543
OTAU015259-RA,0.455185106
OTAU016002-RA,0.455077124
OTAU016883-RA,0.454728878
OTAU003358-RA,0.455286897
OTAU004746-RA,0.455317488
OTAU015364-RA,0.455393215
OTAU012625-RA,0.455485207
OTAU015077-RA,0.455913104
OTAU012776-RA,0.456129777
OTAU008054-RA,0.456280968
OTAU011637-RA,0.456255525
OTAU003948-RA,0.456364449
OTAU004142-RA,0.456592421
OTAU015954-RA,0.456530842
OTAU016711-RA,0.456589721
OTAU006169-RA,0.456813763
OTAU006530-RA,0.456779818
OTAU000729-RA,0.456948804
OTAU000033-RA,0.457270752
OTAU000191-RA,0.457230888
OTAU001701-RA,0.457397396
OTAU002406-RA,0.457819228
OTAU004452-RA,0.457094753
OTAU005017-RA,0.457730858
OTAU006475-RA,0.45775929
OTAU006751-RA,0.457371813
OTAU006955-RA,0.457861938
OTAU007061-RA,0.457697852
OTAU007449-RA,0.457817942
OTAU007857-RA,0.457382969
OTAU011555-RA,0.457398917
OTAU012530-RA,0.457373781
OTAU015749-RA,0.457624895
OTAU016091-RA,0.457734468
OTAU017028-RA,0.457648426
OTAU011124-RA,0.457957222
OTAU004612-RA,0.458111225
OTAU005552-RA,0.458270797
OTAU008552-RA,0.45832895
OTAU009788-RA,0.458296236
OTAU016649-RA,0.458330693
OTAU003137-RA,0.458422946
OTAU012326-RA,0.458534026
OTAU000923-RA,0.458804195
OTAU002080-RA,0.458755121
OTAU003013-RA,0.458665498
OTAU003093-RA,0.458704732
OTAU009215-RA,0.458811804
OTAU001188-RA,0.459053301
OTAU012179-RA,0.459146144
OTAU013135-RA,0.459027527
OTAU014548-RA,0.459156741
OTAU002049-RA,0.459233842
OTAU001435-RA,0.459582064
OTAU002469-RA,0.459904494
OTAU005941-RA,0.459803157
OTAU008548-RA,0.459915094
OTAU013505-RA,0.459959842
OTAU013837-RA,0.459971644
OTAU000059-RA,0.460158697
OTAU008186-RA,0.460300479
OTAU008991-RA,0.460118092
OTAU009520-RA,0.460291046
OTAU013917-RA,0.460309601
OTAU014047-RA,0.460154228
OTAU009927-RA,0.460387567
OTAU003373-RA,0.460480507
OTAU005638-RA,0.460503978
OTAU005821-RA,0.46102995
OTAU012618-RA,0.461107131
OTAU016626-RA,0.461074808
OTAU010394-RA,0.461274973
OTAU016703-RA,0.461287043
OTAU001720-RA,0.461402763
OTAU003648-RA,0.461382396
OTAU008973-RA,0.461496162
OTAU011252-RA,0.461656229
OTAU008541-RA,0.461884776
OTAU009250-RA,0.461984087
OTAU005662-RA,0.462068871
OTAU002345-RA,0.462165967
OTAU005157-RA,0.462345161
OTAU008771-RA,0.462344685
OTAU009154-RA,0.462408718
OTAU003477-RA,0.462484416
OTAU000586-RA,0.462705413
OTAU002352-RA,0.46282329
OTAU005543-RA,0.462734226
OTAU008534-RA,0.462826192
OTAU013294-RA,0.462684214
OTAU014894-RA,0.462890867
OTAU000253-RA,0.463014282
OTAU013312-RA,0.462984729
OTAU002420-RA,0.463150667
OTAU000530-RA,0.463617218
OTAU004782-RA,0.463671271
OTAU008163-RA,0.463272877
OTAU008176-RA,0.46344919
OTAU011845-RA,0.463559265
OTAU011872-RA,0.463664712
OTAU014580-RA,0.463470235
OTAU015031-RA,0.463584083
OTAU015470-RA,0.463355965
OTAU000038-RA,0.463835837
OTAU000348-RA,0.46391853
OTAU008816-RA,0.463897679
OTAU008822-RA,0.464006261
OTAU008840-RA,0.463966773
OTAU012652-RA,0.463868784
OTAU001700-RA,0.464154997
OTAU000475-RA,0.464323537
OTAU002039-RA,0.464348459
OTAU005418-RA,0.464292609
OTAU015756-RA,0.464393202
OTAU006674-RA,0.464536697
OTAU001196-RA,0.464900651
OTAU005898-RA,0.46511716
OTAU007490-RA,0.465118371
OTAU007634-RA,0.465047674
OTAU008562-RA,0.464906873
OTAU009201-RA,0.464901785
OTAU011921-RA,0.464999218
OTAU015978-RA,0.465002398
OTAU006333-RA,0.46521203
OTAU011543-RA,0.465244337
OTAU000294-RA,0.465467613
OTAU007749-RA,0.465452493
OTAU008384-RA,0.465530766
OTAU009219-RA,0.465545556
OTAU011527-RA,0.465502342
OTAU011930-RA,0.465662249
OTAU005423-RA,0.465815569
OTAU009942-RA,0.465841816
OTAU009304-RA,0.465950393
OTAU012863-RA,0.46600606
OTAU009641-RA,0.466077838
OTAU006140-RA,0.466158336
OTAU000271-RA,0.466314837
OTAU001220-RA,0.466307146
OTAU007250-RA,0.466339181
OTAU007938-RA,0.466433323
OTAU004776-RA,0.466489793
OTAU002936-RA,0.466779047
OTAU003596-RA,0.466592866
OTAU010496-RA,0.466800888
OTAU011619-RA,0.466671926
OTAU017195-RA,0.466761784
OTAU013253-RA,0.467052662
OTAU000048-RA,0.467303598
OTAU012496-RA,0.467346855
OTAU013234-RA,0.467232598
OTAU013704-RA,0.467342702
OTAU016386-RA,0.467265599
OTAU002683-RA,0.467513317
OTAU013198-RA,0.467473023
OTAU008259-RA,0.467665173
OTAU002141-RA,0.467900306
OTAU000392-RA,0.468120389
OTAU001152-RA,0.46843267
OTAU009078-RA,0.468167506
OTAU011063-RA,0.468488226
OTAU011957-RA,0.468172969
OTAU011989-RA,0.468129081
OTAU012942-RA,0.468345022
OTAU014571-RA,0.468432883
OTAU016721-RA,0.468493231
OTAU016762-RA,0.468368434
OTAU003250-RA,0.468839394
OTAU005427-RA,0.469128295
OTAU005886-RA,0.469194296
OTAU007059-RA,0.469173609
OTAU009205-RA,0.469207382
OTAU011182-RA,0.469071349
OTAU012270-RA,0.469214427
OTAU013329-RA,0.468985632
OTAU014133-RA,0.468708679
OTAU014877-RA,0.468574166
OTAU015301-RA,0.469000401
OTAU016294-RA,0.468749984
OTAU016472-RA,0.468629311
OTAU014303-RA,0.469413133
OTAU017243-RA,0.469396238
OTAU002128-RA,0.4695132
OTAU007884-RA,0.469523644
OTAU002973-RA,0.469635877
OTAU016068-RA,0.469823282
OTAU008429-RA,0.470126162
OTAU000738-RA,0.470630939
OTAU003354-RA,0.470583089
OTAU004191-RA,0.470567546
OTAU004302-RA,0.470538933
OTAU005704-RA,0.470464929
OTAU006351-RA,0.470223152
OTAU007915-RA,0.470508472
OTAU012147-RA,0.470652715
OTAU014031-RA,0.470362516
OTAU000569-RA,0.470942204
OTAU010422-RA,0.470918438
OTAU016881-RA,0.470907551
OTAU014043-RA,0.471384084
OTAU003673-RA,0.47145866
OTAU009407-RA,0.471821483
OTAU014460-RA,0.471800729
OTAU014587-RA,0.471800177
OTAU000384-RA,0.472013341
OTAU012624-RA,0.472054317
OTAU006241-RA,0.472309785
OTAU006940-RA,0.472313828
OTAU002719-RA,0.472610114
OTAU012459-RA,0.472641662
OTAU003170-RA,0.473230766
OTAU003467-RA,0.473208418
OTAU004856-RA,0.473173709
OTAU005336-RA,0.473097619
OTAU008829-RA,0.472838301
OTAU008942-RA,0.473255492
OTAU009008-RA,0.472900776
OTAU009354-RA,0.473155615
OTAU013872-RA,0.472978201
OTAU014790-RA,0.472817681
OTAU007109-RA,0.473384232
OTAU008373-RA,0.473495061
OTAU009512-RA,0.473546118
OTAU012633-RA,0.473465393
OTAU000851-RA,0.473745441
OTAU001712-RA,0.473886601
OTAU002116-RA,0.473706877
OTAU004327-RA,0.473890225
OTAU005457-RA,0.473875962
OTAU004169-RA,0.474115004
OTAU004555-RA,0.474109041
OTAU015814-RA,0.474343089
OTAU011582-RA,0.47448265
OTAU012222-RA,0.474516554
OTAU005213-RA,0.474716864
OTAU004475-RA,0.474977935
OTAU009818-RA,0.474980262
OTAU010277-RA,0.474934605
OTAU010850-RA,0.47492664
OTAU009064-RA,0.47516894
OTAU006057-RA,0.47531345
OTAU002088-RA,0.475524615
OTAU004443-RA,0.475479219
OTAU012184-RA,0.475452589
OTAU015382-RA,0.475548197
OTAU012478-RA,0.475645539
OTAU000864-RA,0.475745864
OTAU001947-RA,0.475839538
OTAU012860-RA,0.475886043
OTAU012982-RA,0.475859218
OTAU015633-RA,0.476098408
OTAU000383-RA,0.476309467
OTAU001074-RA,0.476377095
OTAU004482-RA,0.476458061
OTAU006050-RA,0.476667736
OTAU006969-RA,0.476791493
OTAU008556-RA,0.476814544
OTAU009784-RA,0.476719295
OTAU012990-RA,0.47662457
OTAU013432-RA,0.476553592
OTAU006849-RA,0.476995924
OTAU011197-RA,0.476892015
OTAU014741-RA,0.476945352
OTAU000183-RA,0.477778028
OTAU000906-RA,0.477433841
OTAU001245-RA,0.477647206
OTAU001350-RA,0.478259731
OTAU002539-RA,0.477707766
OTAU003407-RA,0.477297688
OTAU005371-RA,0.478178953
OTAU005674-RA,0.47837343
OTAU006349-RA,0.478127138
OTAU006358-RA,0.47818818
OTAU007847-RA,0.477898604
OTAU007925-RA,0.477817383
OTAU008558-RA,0.477797951
OTAU008650-RA,0.477468954
OTAU008783-RA,0.478073898
OTAU010212-RA,0.478276195
OTAU010333-RA,0.477680395
OTAU012697-RA,0.478343821
OTAU013468-RA,0.47726199
OTAU014224-RA,0.477276263
OTAU014522-RA,0.477863332
OTAU015108-RA,0.478259982
OTAU016758-RA,0.478294481
OTAU016920-RA,0.478329245
OTAU005747-RA,0.478506606
OTAU000578-RA,0.479058973
OTAU005907-RA,0.479034327
OTAU007988-RA,0.479166195
OTAU008053-RA,0.478985881
OTAU014354-RA,0.479151286
OTAU017304-RA,0.479167373
OTAU002281-RA,0.479414884
OTAU002450-RA,0.479747854
OTAU007365-RA,0.479888119
OTAU008836-RA,0.479577446
OTAU009007-RA,0.479793791
OTAU009291-RA,0.479652338
OTAU010408-RA,0.479835139
OTAU011939-RA,0.479932493
OTAU012948-RA,0.479671343
OTAU016473-RA,0.479717691
OTAU001694-RA,0.480103736
OTAU016094-RA,0.480281345
OTAU000681-RA,0.480366945
OTAU000601-RA,0.480810597
OTAU001544-RA,0.480785471
OTAU001993-RA,0.4808646
OTAU002036-RA,0.480848384
OTAU002987-RA,0.480792067
OTAU005048-RA,0.480706415
OTAU006502-RA,0.480616275
OTAU013566-RA,0.480756191
OTAU013864-RA,0.480788644
OTAU001774-RA,0.480929503
OTAU002200-RA,0.481318459
OTAU006646-RA,0.481582759
OTAU011727-RA,0.481605713
OTAU011929-RA,0.481414611
OTAU013365-RA,0.481443437
OTAU015339-RA,0.481383131
OTAU016739-RA,0.481511373
OTAU000200-RA,0.48183268
OTAU000529-RA,0.482621806
OTAU000873-RA,0.482636305
OTAU001869-RA,0.482110307
OTAU002126-RA,0.482258533
OTAU002971-RA,0.482002735
OTAU003500-RA,0.4824664
OTAU005841-RA,0.482492206
OTAU006285-RA,0.482622188
OTAU007692-RA,0.481698364
OTAU008478-RA,0.482430833
OTAU009022-RA,0.481952788
OTAU009760-RA,0.482501118
OTAU010920-RA,0.481887128
OTAU011669-RA,0.482311048
OTAU012943-RA,0.482331866
OTAU013117-RA,0.481763569
OTAU014609-RA,0.482564967
OTAU015237-RA,0.482052169
OTAU005060-RA,0.482811853
OTAU005302-RA,0.483045685
OTAU009346-RA,0.482969637
OTAU009813-RA,0.482839923
OTAU009935-RA,0.483029156
OTAU010048-RA,0.483027308
OTAU001398-RA,0.483113556
OTAU008523-RA,0.483219566
OTAU011958-RA,0.483669732
OTAU016364-RA,0.483766387
OTAU016641-RA,0.483800842
OTAU000891-RA,0.483856416
OTAU004578-RA,0.48398709
OTAU006227-RA,0.484118961
OTAU011327-RA,0.484166241
OTAU012402-RA,0.484121426
OTAU004864-RA,0.484244411
OTAU008669-RA,0.484458833
OTAU014080-RA,0.484409701
OTAU000695-RA,0.484713985
OTAU000752-RA,0.48478861
OTAU001071-RA,0.484777326
OTAU002077-RA,0.484626502
OTAU004603-RA,0.484883591
OTAU004735-RA,0.48480633
OTAU005630-RA,0.484799036
OTAU011330-RA,0.484912667
OTAU012691-RA,0.485073329
OTAU006071-RA,0.485277466
OTAU006182-RA,0.485517357
OTAU006245-RA,0.485506196
OTAU012547-RA,0.485579249
OTAU012736-RA,0.48542912
OTAU013914-RA,0.48540318
OTAU017199-RA,0.485577864
OTAU017351-RA,0.485505355
OTAU017375-RA,0.485347166
OTAU000514-RA,0.485672696
OTAU001618-RA,0.485877922
OTAU005073-RA,0.485835859
OTAU015086-RA,0.48592725
OTAU015503-RA,0.485773441
OTAU015550-RA,0.485872188
OTAU004634-RA,0.486097906
OTAU000101-RA,0.486562629
OTAU002902-RA,0.486527843
OTAU007041-RA,0.486471968
OTAU008739-RA,0.486209593
OTAU010696-RA,0.486598913
OTAU011514-RA,0.486479518
OTAU013610-RA,0.48636844
OTAU014724-RA,0.486536947
OTAU016162-RA,0.486402631
OTAU010213-RA,0.486674287
OTAU013773-RA,0.486784639
OTAU000940-RA,0.486884937
OTAU004255-RA,0.487289852
OTAU006985-RA,0.487228266
OTAU012127-RA,0.487243804
OTAU012262-RA,0.487377532
OTAU012988-RA,0.487384401
OTAU015110-RA,0.487242738
OTAU003512-RA,0.487637039
OTAU009353-RA,0.487707441
OTAU010424-RA,0.487674152
OTAU000484-RA,0.488098253
OTAU001648-RA,0.488150923
OTAU002636-RA,0.488014485
OTAU007516-RA,0.487976451
OTAU009487-RA,0.488176304
OTAU013677-RA,0.488180443
OTAU017124-RA,0.488057554
OTAU000863-RA,0.489141827
OTAU001207-RA,0.488814503
OTAU001415-RA,0.489180654
OTAU001586-RA,0.489303983
OTAU001798-RA,0.489099291
OTAU002296-RA,0.488760626
OTAU002580-RA,0.489489125
OTAU004704-RA,0.488978596
OTAU005632-RA,0.488856416
OTAU006003-RA,0.488370786
OTAU006774-RA,0.489056822
OTAU007475-RA,0.48848674
OTAU008378-RA,0.48872043
OTAU010188-RA,0.48877776
OTAU010805-RA,0.48892977
OTAU011158-RA,0.489439087
OTAU011775-RA,0.489407544
OTAU013213-RA,0.489353903
OTAU014602-RA,0.488828431
OTAU014676-RA,0.488897777
OTAU015014-RA,0.488723231
OTAU015173-RA,0.489248086
OTAU003382-RA,0.489766236
OTAU005153-RA,0.489739767
OTAU008945-RA,0.489722658
OTAU011614-RA,0.489661676
OTAU014758-RA,0.490487391
OTAU014322-RA,0.490669157
OTAU000136-RA,0.490819584
OTAU013047-RA,0.490893698
OTAU003342-RA,0.491001618
OTAU011585-RA,0.491066599
OTAU015074-RA,0.491015365
OTAU013630-RA,0.491169881
OTAU000148-RA,0.491294376
OTAU012056-RA,0.491277223
OTAU012249-RA,0.491572184
OTAU014902-RA,0.491627871
OTAU001746-RA,0.491859805
OTAU002500-RA,0.492054562
OTAU003870-RA,0.492042423
OTAU004676-RA,0.491893044
OTAU004685-RA,0.491815284
OTAU008892-RA,0.492071997
OTAU012387-RA,0.492028368
OTAU009840-RA,0.492244504
OTAU013882-RA,0.492153274
OTAU014468-RA,0.492194355
OTAU000275-RA,0.492665293
OTAU000526-RA,0.492449301
OTAU001298-RA,0.492907973
OTAU001644-RA,0.492943666
OTAU001824-RA,0.492849891
OTAU003019-RA,0.492955928
OTAU004841-RA,0.492982573
OTAU005218-RA,0.49249368
OTAU005653-RA,0.492360859
OTAU007069-RA,0.492886843
OTAU010512-RA,0.492417488
OTAU011074-RA,0.492577502
OTAU016113-RA,0.492862853
OTAU007198-RA,0.493144145
OTAU009586-RA,0.493207589
OTAU011920-RA,0.493215532
OTAU010260-RA,0.493364673
OTAU016390-RA,0.493401172
OTAU011584-RA,0.49361843
OTAU003140-RA,0.493971763
OTAU011710-RA,0.493894765
OTAU011764-RA,0.493942497
OTAU013078-RA,0.493919229
OTAU003461-RA,0.49407785
OTAU004703-RA,0.494145916
OTAU005553-RA,0.494207132
OTAU009259-RA,0.494462748
OTAU011041-RA,0.494430522
OTAU011446-RA,0.494318415
OTAU015667-RA,0.494380945
OTAU015886-RA,0.494266158
OTAU000186-RA,0.494672124
OTAU008203-RA,0.494720465
OTAU002145-RA,0.494973902
OTAU004928-RA,0.495299824
OTAU004955-RA,0.495210161
OTAU005257-RA,0.495303252
OTAU005495-RA,0.495149874
OTAU009236-RA,0.495332339
OTAU010395-RA,0.494848288
OTAU012218-RA,0.495060589
OTAU015254-RA,0.495035569
OTAU016778-RA,0.494978402
OTAU013915-RA,0.49544502
OTAU011617-RA,0.49556568
OTAU002543-RA,0.495852558
OTAU002571-RA,0.495981067
OTAU008601-RA,0.495931399
OTAU009986-RA,0.495895821
OTAU014717-RA,0.495983124
OTAU016015-RA,0.495765333
OTAU008990-RA,0.496203007
OTAU007115-RA,0.496397573
OTAU007736-RA,0.496338344
OTAU010719-RA,0.496355955
OTAU000154-RA,0.496640037
OTAU000211-RA,0.497314894
OTAU000649-RA,0.497197632
OTAU001022-RA,0.497180734
OTAU001473-RA,0.496738169
OTAU001979-RA,0.497146196
OTAU003136-RA,0.497346848
OTAU003715-RA,0.496895568
OTAU004691-RA,0.496592363
OTAU005228-RA,0.497398991
OTAU005733-RA,0.497075926
OTAU009752-RA,0.496654507
OTAU011369-RA,0.497094525
OTAU014069-RA,0.497299204
OTAU015171-RA,0.496794976
OTAU016382-RA,0.497379367
OTAU017363-RA,0.496936501
OTAU006645-RA,0.497624711
OTAU010976-RA,0.497764823
OTAU001489-RA,0.497907963
OTAU006263-RA,0.498078599
OTAU012682-RA,0.498039337
OTAU000098-RA,0.498800412
OTAU003664-RA,0.498638337
OTAU004277-RA,0.498826651
OTAU005313-RA,0.498622794
OTAU007599-RA,0.498604175
OTAU007919-RA,0.498432836
OTAU008109-RA,0.498858591
OTAU011262-RA,0.498708874
OTAU012903-RA,0.49878051
OTAU016422-RA,0.498352254
OTAU016814-RA,0.498590949
OTAU003183-RA,0.498943318
OTAU008271-RA,0.49896889
OTAU014169-RA,0.49917465
OTAU007223-RA,0.499236159
OTAU008966-RA,0.499479688
OTAU009479-RA,0.499483931
OTAU012419-RA,0.499540936
OTAU015363-RA,0.499409763
OTAU016771-RA,0.499513083
OTAU007425-RA,0.49966744
OTAU011114-RA,0.499685544
OTAU000770-RA,0.499895533
OTAU002806-RA,0.499844921
OTAU008388-RA,0.5001091
OTAU013859-RA,0.500064073
OTAU000185-RA,0.500517269
OTAU004181-RA,0.500801305
OTAU004805-RA,0.500492155
OTAU007889-RA,0.500733641
OTAU008225-RA,0.500712644
OTAU008400-RA,0.500711867
OTAU008609-RA,0.500473829
OTAU008640-RA,0.500801162
OTAU009389-RA,0.500696417
OTAU010928-RA,0.500505417
OTAU011151-RA,0.50079821
OTAU016023-RA,0.500877778
OTAU000831-RA,0.502050676
OTAU002303-RA,0.501783867
OTAU002818-RA,0.501494308
OTAU003135-RA,0.501938693
OTAU003535-RA,0.502205919
OTAU007037-RA,0.502148674
OTAU009089-RA,0.501948819
OTAU009340-RA,0.501614171
