CHROM,pvalue
OTAU007169-RA,0.92793709
OTAU007550-RA,0.927925048
OTAU004442-RA,0.928214399
OTAU005067-RA,0.928327638
OTAU011361-RA,0.928327708
OTAU011987-RA,0.928471213
OTAU012514-RA,0.928461897
OTAU013727-RA,0.928521585
OTAU005238-RA,0.928649582
OTAU000454-RA,0.928941511
OTAU003446-RA,0.929176268
OTAU006148-RA,0.929153325
OTAU010443-RA,0.929254812
OTAU000432-RA,0.929323925
OTAU001382-RA,0.929590766
OTAU002343-RA,0.929587372
OTAU012141-RA,0.929498005
OTAU002952-RA,0.929815561
OTAU007009-RA,0.929824026
OTAU012322-RA,0.929807532
OTAU004050-RA,0.92994341
OTAU009035-RA,0.929965907
OTAU000579-RA,0.930059329
OTAU002052-RA,0.930261533
OTAU012627-RA,0.930266086
OTAU016011-RA,0.930349923
OTAU004540-RA,0.930461031
OTAU001123-RA,0.93098644
OTAU001380-RA,0.930648879
OTAU002419-RA,0.931131963
OTAU004985-RA,0.931365476
OTAU005464-RA,0.930970885
OTAU006346-RA,0.931009584
OTAU008454-RA,0.931422612
OTAU008487-RA,0.931488918
OTAU009180-RA,0.931425792
OTAU010322-RA,0.930653139
OTAU010652-RA,0.931130945
OTAU012486-RA,0.931528624
OTAU013993-RA,0.931537645
OTAU016078-RA,0.93150448
OTAU016296-RA,0.930970113
OTAU017050-RA,0.93124435
OTAU001571-RA,0.931778382
OTAU007372-RA,0.931724603
OTAU015472-RA,0.932013328
OTAU009290-RA,0.932185671
OTAU015365-RA,0.932137679
OTAU003906-RA,0.93288147
OTAU005219-RA,0.93263155
OTAU005590-RA,0.932492718
OTAU006744-RA,0.932315084
OTAU008131-RA,0.932881413
OTAU008257-RA,0.932503879
OTAU008887-RA,0.932915363
OTAU009179-RA,0.932704159
OTAU010262-RA,0.932815732
OTAU010741-RA,0.932493868
OTAU013083-RA,0.932889551
OTAU005659-RA,0.93298909
OTAU002416-RA,0.933498472
OTAU002456-RA,0.933737199
OTAU002506-RA,0.933793272
OTAU003929-RA,0.933956604
OTAU004110-RA,0.933845864
OTAU006291-RA,0.933910971
OTAU006659-RA,0.933794078
OTAU007459-RA,0.933301857
OTAU011098-RA,0.933740031
OTAU011371-RA,0.933741328
OTAU012763-RA,0.933901968
OTAU012767-RA,0.933932875
OTAU013625-RA,0.933769219
OTAU013155-RA,0.934296347
OTAU002413-RA,0.934371671
OTAU000370-RA,0.934563862
OTAU000743-RA,0.93464824
OTAU008386-RA,0.934700167
OTAU003514-RA,0.934843717
OTAU003776-RA,0.934915108
OTAU003956-RA,0.935251935
OTAU005570-RA,0.935323564
OTAU017280-RA,0.93527229
OTAU000937-RA,0.935686885
OTAU001405-RA,0.936512023
OTAU003957-RA,0.936370814
OTAU004014-RA,0.935512596
OTAU004125-RA,0.935973814
OTAU005375-RA,0.935570168
OTAU005548-RA,0.936213199
OTAU005598-RA,0.93645898
OTAU005742-RA,0.93595633
OTAU006323-RA,0.936465136
OTAU007820-RA,0.935919065
OTAU009417-RA,0.936572293
OTAU011755-RA,0.936336125
OTAU011807-RA,0.936162066
OTAU014865-RA,0.935734025
OTAU015664-RA,0.936195256
OTAU016319-RA,0.936374239
OTAU016340-RA,0.935483324
OTAU017230-RA,0.935746571
OTAU002455-RA,0.937113184
OTAU005988-RA,0.93710168
OTAU017048-RA,0.93714656
OTAU000115-RA,0.937646138
OTAU000858-RA,0.937536173
OTAU002515-RA,0.937420433
OTAU010066-RA,0.937728227
OTAU012635-RA,0.937504335
OTAU014274-RA,0.937343714
OTAU015142-RA,0.937714908
OTAU000261-RA,0.937865308
OTAU006564-RA,0.938084224
OTAU006574-RA,0.938051381
OTAU006175-RA,0.938176764
OTAU008762-RA,0.938423253
OTAU016644-RA,0.938417966
OTAU003639-RA,0.938514113
OTAU011934-RA,0.93858017
OTAU000987-RA,0.938799443
OTAU014431-RA,0.938889209
OTAU000549-RA,0.939077176
OTAU007556-RA,0.939229021
OTAU011529-RA,0.939221511
OTAU013621-RA,0.939124239
OTAU016031-RA,0.938977219
OTAU010065-RA,0.939324669
OTAU006473-RA,0.939627885
OTAU007763-RA,0.93952313
OTAU009098-RA,0.939495702
OTAU009331-RA,0.939590326
OTAU001374-RA,0.939814601
OTAU003854-RA,0.939798847
OTAU003363-RA,0.940133246
OTAU005331-RA,0.940194886
OTAU008371-RA,0.940192861
OTAU008514-RA,0.940489486
OTAU009105-RA,0.940427206
OTAU009871-RA,0.940079727
OTAU012504-RA,0.940463719
OTAU012677-RA,0.940313695
OTAU016936-RA,0.940496349
OTAU001124-RA,0.940605607
OTAU011439-RA,0.940717193
OTAU012285-RA,0.940725654
OTAU012703-RA,0.940766694
OTAU001009-RA,0.940929999
OTAU000132-RA,0.941302925
OTAU003051-RA,0.941222228
OTAU004940-RA,0.941251119
OTAU012440-RA,0.941399499
OTAU001064-RA,0.941527115
OTAU001336-RA,0.941748507
OTAU001357-RA,0.942045035
OTAU001689-RA,0.941840866
OTAU008674-RA,0.941860687
OTAU011397-RA,0.942074896
OTAU012792-RA,0.942017611
OTAU013402-RA,0.942108896
OTAU014678-RA,0.942019954
OTAU016013-RA,0.941929973
OTAU001193-RA,0.942176071
OTAU001796-RA,0.94237916
OTAU007875-RA,0.942377238
OTAU008332-RA,0.942285321
OTAU015272-RA,0.94246764
OTAU001836-RA,0.942852122
OTAU005894-RA,0.942712914
OTAU005918-RA,0.942838108
OTAU016052-RA,0.94275144
OTAU010667-RA,0.942995731
OTAU000415-RA,0.943322736
OTAU008189-RA,0.943229124
OTAU009273-RA,0.943306807
OTAU009976-RA,0.943263633
OTAU012709-RA,0.943130428
OTAU012310-RA,0.943422924
OTAU001943-RA,0.943609554
OTAU011222-RA,0.943716798
OTAU001921-RA,0.944012231
OTAU001499-RA,0.944570737
OTAU001242-RA,0.944671061
OTAU000948-RA,0.945255894
OTAU005945-RA,0.945108555
OTAU007641-RA,0.945418735
OTAU011395-RA,0.945190431
OTAU011459-RA,0.945017068
OTAU011996-RA,0.945371546
OTAU012062-RA,0.945396338
OTAU016653-RA,0.945155443
OTAU006852-RA,0.94548544
OTAU005541-RA,0.945770105
OTAU008964-RA,0.945724853
OTAU011774-RA,0.945609839
OTAU017324-RA,0.945687589
OTAU002103-RA,0.945930616
OTAU016389-RA,0.94586761
OTAU008613-RA,0.946033771
OTAU004149-RA,0.946155957
OTAU014615-RA,0.946289291
OTAU006457-RA,0.946494479
OTAU000280-RA,0.946708976
OTAU002930-RA,0.946668416
OTAU003871-RA,0.946609494
OTAU009706-RA,0.946794582
OTAU007639-RA,0.946930667
OTAU008615-RA,0.947001064
OTAU015308-RA,0.947110855
OTAU016793-RA,0.947272445
OTAU015635-RA,0.9477083
OTAU006067-RA,0.947984603
OTAU008755-RA,0.948234193
OTAU009176-RA,0.948376372
OTAU009884-RA,0.948407341
OTAU010283-RA,0.94819218
OTAU015666-RA,0.948402255
OTAU004943-RA,0.9485717
OTAU008518-RA,0.948992382
OTAU010797-RA,0.948991084
OTAU004734-RA,0.949459554
OTAU007532-RA,0.949802847
OTAU012347-RA,0.9497713
OTAU013235-RA,0.949835558
OTAU014105-RA,0.949721689
OTAU015489-RA,0.949882577
OTAU016239-RA,0.949784388
OTAU017405-RA,0.949989082
OTAU001411-RA,0.950566676
OTAU003017-RA,0.950926591
OTAU005212-RA,0.950433762
OTAU006660-RA,0.950754187
OTAU006924-RA,0.950377087
OTAU008082-RA,0.950500914
OTAU011382-RA,0.950976412
OTAU011945-RA,0.950432929
OTAU012529-RA,0.950825487
OTAU013797-RA,0.950279401
OTAU013986-RA,0.950413378
OTAU014437-RA,0.950646921
OTAU015395-RA,0.950990681
OTAU015639-RA,0.950877957
OTAU010084-RA,0.951087102
OTAU011036-RA,0.951386592
OTAU001160-RA,0.951629044
OTAU010386-RA,0.951626115
OTAU000639-RA,0.951860075
OTAU009400-RA,0.951808354
OTAU014215-RA,0.952032681
OTAU004507-RA,0.95212628
OTAU000126-RA,0.954345891
OTAU000788-RA,0.954630184
OTAU002259-RA,0.952947869
OTAU002375-RA,0.953353497
OTAU002583-RA,0.954736473
OTAU002666-RA,0.953200782
OTAU002752-RA,0.954844307
OTAU003663-RA,0.953598106
OTAU003999-RA,0.95330611
OTAU004116-RA,0.952504312
OTAU004396-RA,0.954157472
OTAU004834-RA,0.952999729
OTAU005440-RA,0.954107003
OTAU005936-RA,0.953936207
OTAU005955-RA,0.952913421
OTAU006431-RA,0.954902303
OTAU006772-RA,0.954682418
OTAU007555-RA,0.95347746
OTAU007907-RA,0.953399193
OTAU008117-RA,0.954093129
OTAU008513-RA,0.953514712
OTAU008837-RA,0.952640651
OTAU008939-RA,0.954543018
OTAU010263-RA,0.954155654
OTAU010340-RA,0.954969606
OTAU010413-RA,0.953874103
OTAU010498-RA,0.95273259
OTAU011131-RA,0.952489511
OTAU011323-RA,0.954485776
OTAU012081-RA,0.953589984
OTAU012675-RA,0.953206366
OTAU013295-RA,0.954755837
OTAU013404-RA,0.954954767
OTAU013461-RA,0.954454449
OTAU014709-RA,0.95265695
OTAU014820-RA,0.954765056
OTAU015433-RA,0.953670152
OTAU015693-RA,0.954582591
OTAU015706-RA,0.952976007
OTAU016435-RA,0.953437569
OTAU001806-RA,0.955178707
OTAU014288-RA,0.955187415
OTAU008741-RA,0.955402969
OTAU016153-RA,0.955449991
OTAU015114-RA,0.955651527
OTAU016726-RA,0.955618436
OTAU003488-RA,0.955947854
OTAU011359-RA,0.956074027
OTAU015575-RA,0.956020646
OTAU016331-RA,0.956138351
OTAU001092-RA,0.956342225
OTAU002225-RA,0.956456773
OTAU002633-RA,0.956376732
OTAU004562-RA,0.956434583
OTAU001356-RA,0.957344365
OTAU001462-RA,0.957223396
OTAU001664-RA,0.956937361
OTAU001733-RA,0.956934793
OTAU001803-RA,0.957497048
OTAU003959-RA,0.957402914
OTAU006238-RA,0.95757965
OTAU006840-RA,0.957640528
OTAU007035-RA,0.957578709
OTAU007301-RA,0.957380563
OTAU008359-RA,0.957475949
OTAU008705-RA,0.957427079
OTAU010220-RA,0.9576776
OTAU010638-RA,0.957690071
OTAU012688-RA,0.957265786
OTAU015375-RA,0.957205961
OTAU001180-RA,0.957775823
OTAU001671-RA,0.957954289
OTAU005235-RA,0.958070823
OTAU001447-RA,0.958420958
OTAU002091-RA,0.958730422
OTAU002092-RA,0.958686638
OTAU005308-RA,0.958620198
OTAU006519-RA,0.958706674
OTAU006754-RA,0.958375027
OTAU007788-RA,0.958847452
OTAU009234-RA,0.959185948
OTAU009707-RA,0.958406836
OTAU011365-RA,0.958953156
OTAU011489-RA,0.959150482
OTAU012067-RA,0.958528227
OTAU014168-RA,0.959073063
OTAU014576-RA,0.959048742
OTAU016090-RA,0.958901601
OTAU005210-RA,0.959599558
OTAU009737-RA,0.959705594
OTAU017121-RA,0.959656643
OTAU008147-RA,0.959979183
OTAU011086-RA,0.95992098
OTAU016696-RA,0.959876981
OTAU001613-RA,0.960146548
OTAU004249-RA,0.960223312
OTAU016700-RA,0.960211724
OTAU007947-RA,0.960550498
OTAU009023-RA,0.96063895
OTAU013042-RA,0.960755857
OTAU008657-RA,0.961138259
OTAU011403-RA,0.961166396
OTAU013888-RA,0.961094067
OTAU015328-RA,0.961079392
OTAU000538-RA,0.962497473
OTAU000726-RA,0.961592633
OTAU001440-RA,0.962448763
OTAU001456-RA,0.962486804
OTAU001484-RA,0.962916835
OTAU001535-RA,0.962082972
OTAU002001-RA,0.962725418
OTAU002640-RA,0.962763281
OTAU002732-RA,0.962417009
OTAU002771-RA,0.963414094
OTAU002924-RA,0.961388388
OTAU004156-RA,0.962308658
OTAU004366-RA,0.963474964
OTAU004991-RA,0.962869756
OTAU005070-RA,0.963201738
OTAU005469-RA,0.963538287
OTAU005806-RA,0.962378246
OTAU005962-RA,0.963619987
OTAU007478-RA,0.963602859
OTAU007512-RA,0.961874643
OTAU007908-RA,0.962730052
OTAU008305-RA,0.962058407
OTAU009278-RA,0.962991596
OTAU009299-RA,0.962025679
OTAU010679-RA,0.963714208
OTAU011558-RA,0.962154648
OTAU012005-RA,0.962468035
OTAU012887-RA,0.963048184
OTAU013638-RA,0.963652369
OTAU014088-RA,0.962040665
OTAU014323-RA,0.963606846
OTAU014378-RA,0.96255758
OTAU014453-RA,0.963187696
OTAU014605-RA,0.963213778
OTAU016086-RA,0.96355131
OTAU016588-RA,0.961899919
OTAU016716-RA,0.962220422
OTAU016924-RA,0.963665789
OTAU003782-RA,0.963873588
OTAU003876-RA,0.964338136
OTAU003967-RA,0.964218005
OTAU010870-RA,0.964306488
OTAU000073-RA,0.964819132
OTAU000465-RA,0.965053581
OTAU000820-RA,0.965363269
OTAU001324-RA,0.965513102
OTAU002219-RA,0.965001595
OTAU002812-RA,0.964833184
OTAU003176-RA,0.964465574
OTAU004298-RA,0.964573221
OTAU004770-RA,0.965407041
OTAU004791-RA,0.965107634
OTAU005081-RA,0.965177066
OTAU005215-RA,0.964643185
OTAU009140-RA,0.965447892
OTAU011183-RA,0.964686035
OTAU012223-RA,0.964884915
OTAU014890-RA,0.965298419
OTAU015177-RA,0.965376188
OTAU010516-RA,0.965741594
OTAU002792-RA,0.966037678
OTAU011453-RA,0.965989044
OTAU017278-RA,0.965965967
OTAU002348-RA,0.966554049
OTAU004963-RA,0.966120561
OTAU007676-RA,0.966241991
OTAU007981-RA,0.966635109
OTAU007999-RA,0.966581939
OTAU010171-RA,0.966366386
OTAU011299-RA,0.966700878
OTAU013813-RA,0.966690034
OTAU013862-RA,0.966395657
OTAU014057-RA,0.966557523
OTAU002933-RA,0.966824051
OTAU000632-RA,0.96760692
OTAU001531-RA,0.967110638
OTAU002604-RA,0.967216171
OTAU002799-RA,0.967190722
OTAU005272-RA,0.967820647
OTAU007170-RA,0.967591023
OTAU007341-RA,0.967846787
OTAU007347-RA,0.967180758
OTAU007451-RA,0.967656612
OTAU007940-RA,0.967849883
OTAU009822-RA,0.967691703
OTAU010139-RA,0.967652485
OTAU011970-RA,0.967710839
OTAU013282-RA,0.967325776
OTAU013828-RA,0.967279261
OTAU002292-RA,0.968117884
OTAU009958-RA,0.968082861
OTAU013764-RA,0.968176071
OTAU005975-RA,0.96827445
OTAU001920-RA,0.968531981
OTAU003554-RA,0.968911192
OTAU004736-RA,0.968842581
OTAU005265-RA,0.968852528
OTAU009413-RA,0.968424772
OTAU010098-RA,0.968840051
OTAU011979-RA,0.968796315
OTAU012301-RA,0.968854363
OTAU012498-RA,0.968487562
OTAU004367-RA,0.969520795
OTAU006929-RA,0.96961399
OTAU008074-RA,0.969888691
OTAU009929-RA,0.96975283
OTAU010323-RA,0.969495322
OTAU012014-RA,0.969793174
OTAU016085-RA,0.969816898
OTAU016325-RA,0.969442221
OTAU016625-RA,0.969877804
OTAU004218-RA,0.97009043
OTAU005863-RA,0.970111574
OTAU013070-RA,0.97018015
OTAU001457-RA,0.970344939
OTAU006259-RA,0.970578754
OTAU016368-RA,0.970563668
OTAU002512-RA,0.970646824
OTAU000004-RA,0.970865236
OTAU014337-RA,0.970801048
OTAU016751-RA,0.970829818
OTAU010590-RA,0.970982472
OTAU002617-RA,0.971255974
OTAU005208-RA,0.971194493
OTAU001809-RA,0.971358728
OTAU002078-RA,0.971613431
OTAU005006-RA,0.971601159
OTAU012958-RA,0.971532014
OTAU001488-RA,0.971804967
OTAU004319-RA,0.971842782
OTAU015498-RA,0.971833312
OTAU003397-RA,0.972248033
OTAU014200-RA,0.97230201
OTAU004235-RA,0.972635695
OTAU004956-RA,0.972633364
OTAU013794-RA,0.972503078
OTAU013982-RA,0.972580823
OTAU002966-RA,0.972876213
OTAU014029-RA,0.9728345
OTAU000596-RA,0.97331034
OTAU008900-RA,0.973339893
OTAU009478-RA,0.973229582
OTAU012217-RA,0.973164818
OTAU013265-RA,0.973209725
OTAU002258-RA,0.973507862
OTAU000144-RA,0.973759592
OTAU002130-RA,0.973850524
OTAU003236-RA,0.973792937
OTAU008031-RA,0.973765496
OTAU005127-RA,0.974155754
OTAU005263-RA,0.974110586
OTAU012411-RA,0.974037425
OTAU001267-RA,0.974902643
OTAU001297-RA,0.974563887
OTAU001791-RA,0.974509491
OTAU002435-RA,0.974794004
OTAU003030-RA,0.97441404
OTAU003552-RA,0.974677484
OTAU007601-RA,0.974816439
OTAU007717-RA,0.974832323
OTAU009280-RA,0.974350707
OTAU014175-RA,0.974895598
OTAU015337-RA,0.974250838
OTAU005087-RA,0.975018984
OTAU005122-RA,0.975081824
OTAU009242-RA,0.975350581
OTAU010047-RA,0.975400976
OTAU013595-RA,0.975324132
OTAU016516-RA,0.975610564
OTAU014746-RA,0.975704379
OTAU006104-RA,0.975790518
OTAU015373-RA,0.97590196
OTAU008673-RA,0.976026815
OTAU015640-RA,0.976061857
OTAU000105-RA,0.976735145
OTAU000246-RA,0.976500894
OTAU000733-RA,0.976725871
OTAU004068-RA,0.976790455
OTAU004550-RA,0.976823878
OTAU006099-RA,0.976538576
OTAU007654-RA,0.976722357
OTAU008681-RA,0.976514415
OTAU009969-RA,0.976425155
OTAU014072-RA,0.97662249
OTAU015410-RA,0.976419389
OTAU000135-RA,0.977215661
OTAU004942-RA,0.977377055
OTAU009412-RA,0.977319264
OTAU016979-RA,0.977372293
OTAU003624-RA,0.977637858
OTAU004297-RA,0.977778741
OTAU005306-RA,0.977925511
OTAU009553-RA,0.977996511
OTAU000462-RA,0.978604504
OTAU001386-RA,0.978169514
OTAU002153-RA,0.978210001
OTAU003376-RA,0.978077316
OTAU004853-RA,0.978593426
OTAU005563-RA,0.978308217
OTAU006632-RA,0.978466385
OTAU008988-RA,0.978600777
OTAU012782-RA,0.978461449
OTAU001975-RA,0.978736711
OTAU000555-RA,0.979088626
OTAU004500-RA,0.978966163
OTAU008568-RA,0.979244823
OTAU009674-RA,0.97882494
OTAU009883-RA,0.979217527
OTAU010070-RA,0.978898185
OTAU012815-RA,0.979311806
OTAU014214-RA,0.979238027
OTAU014400-RA,0.97934245
OTAU010892-RA,0.979443183
OTAU007589-RA,0.979686947
OTAU014374-RA,0.979753188
OTAU008442-RA,0.979883197
OTAU000010-RA,0.98197373
OTAU000244-RA,0.982077683
OTAU000615-RA,0.981361801
OTAU001260-RA,0.98263758
OTAU001740-RA,0.980398606
OTAU002111-RA,0.98315429
OTAU002852-RA,0.983222284
OTAU002904-RA,0.982737144
OTAU004301-RA,0.981619304
OTAU004569-RA,0.982351566
OTAU004672-RA,0.982805702
OTAU004971-RA,0.98111148
OTAU005147-RA,0.982733059
OTAU005429-RA,0.982662418
OTAU006077-RA,0.980470696
OTAU006121-RA,0.982935812
OTAU006847-RA,0.982165751
OTAU007328-RA,0.980643934
OTAU007454-RA,0.982010698
OTAU007614-RA,0.982545084
OTAU007727-RA,0.981408266
OTAU007899-RA,0.982826652
OTAU008627-RA,0.982677624
OTAU008655-RA,0.982372248
OTAU008696-RA,0.980225879
OTAU008997-RA,0.982856952
OTAU009579-RA,0.983248819
OTAU009919-RA,0.982692785
OTAU009989-RA,0.980639776
OTAU010143-RA,0.981221212
OTAU010176-RA,0.982690187
OTAU010228-RA,0.981206707
OTAU010399-RA,0.981793199
OTAU010643-RA,0.980504388
OTAU010844-RA,0.981226041
OTAU011066-RA,0.98272548
OTAU011302-RA,0.983277678
OTAU011438-RA,0.983329465
OTAU012022-RA,0.983193898
OTAU012396-RA,0.983124936
OTAU012403-RA,0.981522746
OTAU012534-RA,0.981715088
OTAU012662-RA,0.983235731
OTAU013446-RA,0.982920538
OTAU013580-RA,0.981404624
OTAU013832-RA,0.980772131
OTAU013947-RA,0.98204852
OTAU015149-RA,0.980223519
OTAU015566-RA,0.982805891
OTAU017055-RA,0.981656729
OTAU017334-RA,0.980793312
OTAU009977-RA,0.983440279
OTAU008969-RA,0.983652904
OTAU000826-RA,0.984004206
OTAU003138-RA,0.984120754
OTAU004216-RA,0.983914511
OTAU005857-RA,0.984089914
OTAU005970-RA,0.983796249
OTAU006428-RA,0.983961534
OTAU008635-RA,0.984079463
OTAU001077-RA,0.984192948
OTAU007312-RA,0.984373677
OTAU010963-RA,0.984416534
OTAU007178-RA,0.984624737
OTAU000397-RA,0.98488794
OTAU001620-RA,0.985186551
OTAU002587-RA,0.985388524
OTAU002834-RA,0.984888394
OTAU003042-RA,0.985196163
OTAU004898-RA,0.985181781
OTAU006060-RA,0.985514886
OTAU007361-RA,0.985080974
OTAU007770-RA,0.985363634
OTAU008800-RA,0.985500717
OTAU010646-RA,0.9849833
OTAU011719-RA,0.985448929
OTAU014279-RA,0.984824686
OTAU003496-RA,0.985646082
OTAU006796-RA,0.985774251
OTAU008457-RA,0.985835689
OTAU001031-RA,0.986326034
OTAU010376-RA,0.986389156
OTAU010944-RA,0.986197411
OTAU016219-RA,0.986268109
OTAU002750-RA,0.986490051
OTAU001541-RA,0.986953858
OTAU003097-RA,0.987139683
OTAU003015-RA,0.987247373
OTAU006096-RA,0.987406448
OTAU016164-RA,0.987377998
OTAU008856-RA,0.987555355
OTAU012348-RA,0.987697739
OTAU001451-RA,0.988073059
OTAU003197-RA,0.988522894
OTAU003620-RA,0.988669307
OTAU005934-RA,0.988789445
OTAU007174-RA,0.988729776
OTAU008385-RA,0.988490634
OTAU008394-RA,0.988594342
OTAU009118-RA,0.988714619
OTAU009270-RA,0.988464336
OTAU010236-RA,0.988188752
OTAU010618-RA,0.987952973
OTAU012204-RA,0.988697216
OTAU013962-RA,0.988033219
OTAU016371-RA,0.988224642
OTAU004128-RA,0.988927913
OTAU013567-RA,0.988947118
OTAU013900-RA,0.98899767
OTAU004969-RA,0.989073008
OTAU000573-RA,0.989397985
OTAU002395-RA,0.989325371
OTAU005366-RA,0.989494755
OTAU009093-RA,0.989489149
OTAU010895-RA,0.989540845
OTAU001393-RA,0.989875018
OTAU001568-RA,0.989892861
OTAU012593-RA,0.989933778
OTAU004447-RA,0.990096365
OTAU014773-RA,0.990106449
OTAU010107-RA,0.990284444
OTAU005291-RA,0.990402081
OTAU005536-RA,0.990575726
OTAU013751-RA,0.990686679
OTAU013978-RA,0.990719988
OTAU005183-RA,0.990959956
OTAU007401-RA,0.991446415
OTAU007781-RA,0.991438061
OTAU015137-RA,0.991446617
OTAU015535-RA,0.991392837
OTAU000427-RA,0.993575496
OTAU000675-RA,0.993426341
OTAU000704-RA,0.994567066
OTAU000709-RA,0.993216092
OTAU000822-RA,0.993114988
OTAU000871-RA,0.993604786
OTAU000879-RA,0.992942148
OTAU001175-RA,0.994878235
OTAU001229-RA,0.992701589
OTAU001574-RA,0.992562981
OTAU002538-RA,0.994325201
OTAU002845-RA,0.994846044
OTAU003371-RA,0.991679493
OTAU003809-RA,0.994134097
OTAU003877-RA,0.993631958
OTAU004064-RA,0.992719875
OTAU004089-RA,0.994304435
OTAU004351-RA,0.99391425
OTAU004462-RA,0.993147716
OTAU004999-RA,0.99316615
OTAU005405-RA,0.99257592
OTAU005805-RA,0.994876092
OTAU005860-RA,0.994927461
OTAU005935-RA,0.992799975
OTAU006210-RA,0.993666997
OTAU006532-RA,0.993099461
OTAU007511-RA,0.992886911
OTAU007819-RA,0.99179095
OTAU008582-RA,0.994099637
OTAU008620-RA,0.992502209
OTAU009591-RA,0.993905504
OTAU009623-RA,0.991895801
OTAU009673-RA,0.994179712
OTAU010080-RA,0.992808562
OTAU010155-RA,0.994346731
OTAU010500-RA,0.993541638
OTAU011495-RA,0.992616511
OTAU011714-RA,0.994383607
OTAU011993-RA,0.992257152
OTAU013007-RA,0.992958208
OTAU013201-RA,0.99457797
OTAU013426-RA,0.993226659
OTAU013442-RA,0.992201174
OTAU013465-RA,0.99254716
OTAU013552-RA,0.994670383
OTAU014405-RA,0.992924259
OTAU014414-RA,0.993891242
OTAU015838-RA,0.994677455
OTAU015908-RA,0.994523497
OTAU016256-RA,0.994720837
OTAU016823-RA,0.993965547
OTAU008506-RA,0.99506794
OTAU006921-RA,0.995137462
OTAU005558-RA,0.995400131
OTAU009960-RA,0.995282761
OTAU014659-RA,0.995340607
OTAU008351-RA,0.995484612
OTAU002412-RA,0.995598352
OTAU014137-RA,0.995721917
OTAU000683-RA,0.995945834
OTAU002131-RA,0.995962277
OTAU010379-RA,0.995925638
OTAU001670-RA,0.9961708
OTAU016179-RA,0.996134931
OTAU000545-RA,0.996598836
OTAU008062-RA,0.996481465
OTAU013469-RA,0.996583845
OTAU015458-RA,0.996534042
OTAU014791-RA,0.996665689
OTAU000640-RA,0.996827398
OTAU009630-RA,0.996880852
OTAU011892-RA,0.996774737
OTAU000429-RA,0.997332668
OTAU002346-RA,0.997432347
OTAU003938-RA,0.997434513
OTAU007513-RA,0.997388327
OTAU007876-RA,0.997019626
OTAU008553-RA,0.997434665
OTAU010842-RA,0.997370692
OTAU016489-RA,0.997423654
OTAU005468-RA,0.997549012
OTAU009272-RA,0.997828424
OTAU011326-RA,0.997734751
OTAU011502-RA,0.997866305
OTAU001246-RA,0.998090636
OTAU003177-RA,0.998131787
OTAU005964-RA,0.998112253
OTAU014774-RA,0.997996464
OTAU014607-RA,0.998296595
OTAU015462-RA,0.998406477
OTAU003953-RA,0.998603285
OTAU009877-RA,0.998657568
OTAU002205-RA,0.999423034
OTAU003284-RA,0.999616209
OTAU003619-RA,0.999431633
OTAU004182-RA,0.99996535
OTAU004502-RA,0.999714717
OTAU005348-RA,0.999869842
OTAU006630-RA,0.999218137
OTAU006783-RA,0.999817679
OTAU008602-RA,0.999485752
OTAU010075-RA,0.999980673
OTAU010768-RA,0.999702708
OTAU012331-RA,0.998942349
OTAU013627-RA,0.999513491
OTAU013762-RA,0.99955181
OTAU014442-RA,0.999639904
OTAU016611-RA,0.999769149
OTAU017010-RA,0.999768572
OTAU000039-RA,0.75136586
OTAU000078-RA,0.921412436
OTAU000158-RA,0.964904892
OTAU000168-RA,0.479889821
OTAU000207-RA,0.594923307
OTAU000278-RA,0.772790591
OTAU000312-RA,0.973736827
OTAU000329-RA,0.936605523
OTAU000345-RA,0.925871813
OTAU000355-RA,0.076330388
OTAU000365-RA,NA
OTAU000406-RA,0.698279031
OTAU000421-RA,0.159376034
OTAU000422-RA,0.789669919
OTAU000453-RA,0.968391734
OTAU000520-RA,0.457887321
OTAU000562-RA,0.938934871
OTAU000568-RA,0.819682799
OTAU000575-RA,0.707784686
OTAU000587-RA,0.632015234
OTAU000624-RA,0.949513344
OTAU000646-RA,0.765751939
OTAU000648-RA,NA
OTAU000660-RA,0.543706517
OTAU000723-RA,0.981450666
OTAU000779-RA,0.396865842
OTAU000781-RA,0.651905402
OTAU000882-RA,0.354706513
OTAU000903-RA,NA
OTAU000953-RA,0.691927003
OTAU000964-RA,0.490061695
OTAU001023-RA,0.956745941
OTAU001086-RA,0.694567942
OTAU001096-RA,0.066964963
OTAU001111-RA,0.937519469
OTAU001119-RA,0.517154527
OTAU001121-RA,0.242458683
OTAU001136-RA,0.73191735
OTAU001142-RA,NA
OTAU001147-RA,0.993770762
OTAU001185-RA,0.567571769
OTAU001264-RA,0.306833101
OTAU001464-RA,0.95863762
OTAU001494-RA,0.459314582
OTAU001505-RA,0.990267435
OTAU001680-RA,0.896900513
OTAU001702-RA,0.601080971
OTAU001716-RA,0.769891628
OTAU001739-RA,0.779396304
OTAU001778-RA,0.026928312
OTAU001847-RA,0.688864477
OTAU001884-RA,0.979704648
OTAU001964-RA,0.381418402
OTAU002024-RA,0.988566453
OTAU002085-RA,0.597350256
OTAU002100-RA,0.744047996
